Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;build;sim;bodyother;displaytype;displaysize;displayresolution;displayprotection;displayother;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2features;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;featuresother;batdescription1;colors;models;sar-us;sar-eu;price;tbench;batlife;battalktime1;batmusicplayback1;batstandby1;gprstext;edge;optionalother
https://www.gsmarena.com/apple_watch_sport_38mm_(1st_gen)-7693.php;https://fdn2.gsmarena.com/vv/bigpic/apple-watch-sport-38mm.jpg;Apple Watch Sport 38mm (1st gen);Released 2015, April;25g body, 10.5mm thickness;watchOS 1.0, up to 4.3.2;8GB storage, no card slot;31;0.1%;257,874 hits;"1.5""";340x272 pixels;512 MB RAM;Apple S1;205 mAh Li-Ion;N/A;;;;2014, September;Available. Released 2015, April;38.6 x 33.3 x 10.5 mm (1.52 x 1.31 x 0.41 in);25 g body (2.19 oz);Glass front, composite plastic back, aluminum frame;No;IPX7 water resistant up to 1 meter and 30 minutes;OLED capacitive touchscreen, 16M colors;1.5 inches, 7.1 cm(~55.1% screen-to-body ratio);340 x 272 pixels (~290 ppi density);Ion-X strengthened glass;3D Touch display450 nits max brightness (advertised);watchOS 1.0, upgradable to 4.3.2;Apple S1 (28 nm);520 MHz Cortex-A7;PowerVR SGX543;No;8GB 512MB RAM;;No;;;;;;Wi-Fi 802.11 b/g/n;4.0, LE;No;Yes;No;No;Accelerometer, gyro, heart rate;Natural language commands and dictation;Non-removable Li-Ion 205 mAh battery (0.78 Wh);"Silver/White, Orange, Blue; Gray/Black; Rose Gold/Lavender, Stone; Gold/White, Blue, Yellow, Apricot, Royal Blue, Pink/Royal Blue/Gold&Red/Black Woven Nylon";A1553;;;About 250 EUR;;;;;Up to 18 h (mixed usage);No;No;
https://www.gsmarena.com/apple_ipad_air_2-6742.php;https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-air-2-new.jpg;Apple iPad Air 2;Released 2014, October 24;437g (Wi-Fi) / 444g (3G/LTE), 6.1mm thickness;iOS 8.1, up to iPadOS 13.4.1;16GB/32GB/128GB storage, no card slot;317;5.8%;6,319,807 hits;"9.7""";1536x2048 pixels;2 GB RAM;Apple A8X;7340 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26, 28, 29, 38, 39, 40, 41 - A1567;HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps;2014, October 16;Available. Released 2014, October 24;240 x 169.5 x 6.1 mm (9.45 x 6.67 x 0.24 in);437 g (Wi-Fi) / 444 g (3G/LTE) (15.41 oz);Glass front, aluminum back, aluminum frame;Nano-SIM, eSIM;;IPS LCD capacitive touchscreen, 16M colors;9.7 inches, 291.4 cm(~71.6% screen-to-body ratio);1536 x 2048 pixels, 4:3 ratio (~264 ppi density);Scratch-resistant glass, oleophobic coating;;iOS 8.1, upgradable to iPadOS 13.4.1;Apple A8X (20 nm);Triple-core 1.5 GHz Typhoon;PowerVR GXA6850 (octa-core graphics);No;16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 2GB RAM;;8 MP, f/2.4, 31mm (standard), 1.12µm, AF;HDR;1080p@30fps, 720p@120fps, HDR, stereo sound rec.;1.2 MP, f/2.2, 31mm (standard);face detection, HDR, FaceTime over Wi-Fi or Cellular;720p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot;4.0, A2DP, EDR;Yes, with A-GPS, GLONASS (3G/LTE model only);;No;2.0, proprietary reversible connector;Fingerprint (front-mounted), accelerometer, gyro, compass, barometer;Siri natural language commands and dictation;Non-removable Li-Po 7340 mAh battery (27.62 Wh);Space Gray, Silver, Gold;A1566, A1567;;;About 440 EUR;Basemark X: 29753;;Up to 10 h (multimedia);;;;;
https://www.gsmarena.com/apple_ipad_mini_3-6741.php;https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-mini-3-new.jpg;Apple iPad mini 3;Released 2014, October;331g (Wi-Fi) / 341g (3G/LTE), 7.5mm thickness;iOS 8.1, up to iPadOS 12.4.6;16GB/64GB/128GB storage, no card slot;100;1.7%;2,993,025 hits;"7.9""";1536x2048 pixels;1 GB RAM;Apple A7;6470 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26 - A1600;HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps;2014, October;Available. Released 2014, October;200 x 134.7 x 7.5 mm (7.87 x 5.30 x 0.30 in);331 g (Wi-Fi) / 341 g (3G/LTE) (11.68 oz);;Nano-SIM, eSIM;;IPS LCD capacitive touchscreen, 16M colors;7.9 inches, 193.3 cm(~71.7% screen-to-body ratio);1536 x 2048 pixels, 4:3 ratio (~324 ppi density);Oleophobic coating;;iOS 8.1, upgradable to iPadOS 12.4.6;Apple A7 (28 nm);Dual-core 1.3 GHz Cyclone (ARM v8-based);PowerVR G6430 (quad-core graphics);No;16GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM;;5 MP, f/2.4, 32mm (standard), AF;HDR;1080p@30fps;1.2 MP;face detection, FaceTime over Wi-Fi or Cellular;720p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band;4.0, A2DP, EDR;Yes, with A-GPS, GLONASS;;No;2.0, proprietary reversible connector;Fingerprint (front-mounted), accelerometer, gyro, compass;Siri natural language commands and dictation;Non-removable Li-Po 6470 mAh battery (24.3 Wh);Space Gray/Black, Silver/White, Gold;A1599, A1600;;;About 400 EUR;Basemark X: 14781;;Up to 10 h (multimedia);;;;;
https://www.gsmarena.com/apple_iphone_6_plus-6665.php;https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-6-plus2.jpg;Apple iPhone 6 Plus;Released 2014, September 19;172g, 7.1mm thickness;iOS 8, up to iOS 12.4.6;16GB/64GB/128GB storage, no card slot;1089;15%;31,573,396 hits;"5.5""";1080x1920 pixels;1 GB RAM;Apple A8;2915 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - A1522 (GSM), A1522 (CDMA), A1524;HSDPA 850 / 900 / 1700 / 1900 / 2100 - A1522 (GSM), A1522 (CDMA), A1524;1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26, 28, 29 - A1522 GSM, A1522 CDMA;HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps;2014, September 09;Available. Released 2014, September 19;158.1 x 77.8 x 7.1 mm (6.22 x 3.06 x 0.28 in);172 g (6.07 oz);Glass front (Gorilla Glass), aluminum back, aluminum frame;Nano-SIM;Apple Pay (Visa, MasterCard, AMEX certified);IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~67.8% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Ion-strengthened glass, oleophobic coating;;iOS 8, upgradable to iOS 12.4.6;Apple A8 (20 nm);Dual-core 1.4 GHz Typhoon (ARM v8-based);PowerVR GX6450 (quad-core graphics);No;16GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM;;"8 MP, f/2.2, 29mm (standard), 1/3"", 1.5µm, PDAF, OIS";Dual-LED dual-tone flash, HDR;1080p@60fps, 720p@240fps;1.2 MP, f/2.2, 31mm (standard);face detection, HDR, FaceTime over Wi-Fi or Cellular;720p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot;4.0, A2DP, LE;Yes, with A-GPS, GLONASS;Yes (Apple Pay only);No;2.0, proprietary reversible connector;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer;Siri natural language commands and dictation;Non-removable Li-Po 2915 mAh battery (11.1 Wh);Space Gray, Silver, Gold;A1522, A1524;1.19 W/kg (head)     1.19 W/kg (body);0.99 W/kg (head)     0.91 W/kg (body);About 420 EUR;;;Up to 24 h (3G);Up to 80 h;Up to 384 h (3G);;;16-bit/44.1kHz audio
https://www.gsmarena.com/apple_iphone_6-6378.php;https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-6-4.jpg;Apple iPhone 6;Released 2014, September 19;129g, 6.9mm thickness;iOS 8, up to iOS 12.4.6;16GB/32GB/128GB storage, no card slot;1918;25%;73,676,206 hits;"4.7""";750x1334 pixels;1 GB RAM;Apple A8;1810 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - A1549 (GSM), A1549 (CDMA), A1586;HSDPA 850 / 900 / 1700 / 1900 / 2100 - A1549 (GSM), A1549 (CDMA), A1586;1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26, 28, 29 - A1549 GSM, A1549 CDMA;HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps;2014, September 09;Available. Released 2014, September 19;138.1 x 67 x 6.9 mm (5.44 x 2.64 x 0.27 in);129 g (4.55 oz);Glass front (Gorilla Glass), aluminum back, aluminum frame;Nano-SIM;Apple Pay (Visa, MasterCard, AMEX certified);IPS LCD capacitive touchscreen, 16M colors;4.7 inches, 60.9 cm(~65.8% screen-to-body ratio);750 x 1334 pixels, 16:9 ratio (~326 ppi density);Ion-strengthened glass, oleophobic coating;;iOS 8, upgradable to iOS 12.4.6;Apple A8 (20 nm);Dual-core 1.4 GHz Typhoon (ARM v8-based);PowerVR GX6450 (quad-core graphics);No;16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM;;"8 MP, f/2.2, 29mm (standard), 1/3"", 1.5µm, PDAF";Dual-LED dual-tone flash, HDR;1080p@60fps, 720p@240fps;1.2 MP, f/2.2, 31mm (standard);face detection, HDR, FaceTime over Wi-Fi or Cellular;720p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot;4.0, A2DP, LE;Yes, with A-GPS, GLONASS;Yes (Apple Pay only);No;2.0, proprietary reversible connector;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer;Siri natural language commands and dictation;Non-removable Li-Po 1810 mAh battery (6.9 Wh);Space Gray, Silver, Gold;A1549, A1586, A1589, A1522, A1524, A1593;1.18 W/kg (head)     1.18 W/kg (body);0.98 W/kg (head)     0.97 W/kg (body);About 100 EUR;Basemark X: 15841;;Up to 14 h (3G);Up to 50 h;Up to 250 h (3G);;;16-bit/44.1kHz audio
https://www.gsmarena.com/apple_ipad_air-5797.php;https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-air.jpg;Apple iPad Air;Released 2013, November 01;469g (Wi-Fi) / 478g (3G/LTE), 7.5mm thickness;iOS 7, up to iPadOS 12.4.6;16GB/32GB/128GB storage, no card slot;291;3.5%;6,043,306 hits;"9.7""";1536x2048 pixels;1 GB RAM;Apple A7;8820 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26;HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps;2013, October 22;Available. Released 2013, November 01;240 x 169.5 x 7.5 mm (9.45 x 6.67 x 0.30 in);469 g (Wi-Fi) / 478 g (3G/LTE) (1.03 lb);Glass front, aluminum back, aluminum frame;Nano-SIM;;IPS LCD capacitive touchscreen, 16M colors;9.7 inches, 291.4 cm(~71.6% screen-to-body ratio);1536 x 2048 pixels, 4:3 ratio (~264 ppi density);Scratch-resistant glass, oleophobic coating;;iOS 7, upgradable to iPadOS 12.4.6;Apple A7 (28 nm);Dual-core 1.3 GHz Cyclone (ARM v8-based);PowerVR G6430 (quad-core graphics);No;16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM;;5 MP, f/2.4, 33mm (standard), AF;HDR;1080p@30fps;1.2 MP;face detection, FaceTime over Wi-Fi or Cellular;720p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band, hotspot;4.0, A2DP, EDR;Yes, with A-GPS, GLONASS (3G/LTE model only);;No;2.0, proprietary reversible connector;Accelerometer, gyro, compass;Siri natural language commands and dictation;Non-removable Li-Po 8600 mAh battery (32.4 Wh);Space Gray, Silver;A1474, A1475, A1476;1.18 W/kg (body);0.99 W/kg (body);About 350 EUR;Basemark X: 13597;;Up to 10 h (multimedia);;;;;
https://www.gsmarena.com/apple_ipad_mini_2-5735.php;https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-mini2.jpg;Apple iPad mini 2;Released 2013, November;331g (Wi-Fi) / 341g (3G/LTE), 7.5mm thickness;iOS 7, up to iPadOS 12.4.6;16GB/32GB/128GB storage, no card slot;262;4.3%;6,263,277 hits;"7.9""";1536x2048 pixels;1 GB RAM;Apple A7;6470 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26 - A1490;HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps;2013, October. Released 2013, November;Discontinued;200 x 134.7 x 7.5 mm (7.87 x 5.30 x 0.30 in);331 g (Wi-Fi) / 341 g (3G/LTE) (11.68 oz);;Nano-SIM;;IPS LCD capacitive touchscreen, 16M colors;7.9 inches, 193.3 cm(~71.7% screen-to-body ratio);1536 x 2048 pixels, 4:3 ratio (~324 ppi density);Oleophobic coating;;iOS 7, upgradable to iPadOS 12.4.6;Apple A7 (28 nm);Dual-core 1.3 GHz Cyclone (ARM v8-based);PowerVR G6430 (quad-core graphics);No;16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM;;5 MP, f/2.4, 33mm (standard), AF;HDR;1080p@30fps;1.2 MP;face detection, FaceTime over Wi-Fi or Cellular;720p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band;4.0, A2DP, EDR;Yes, with A-GPS, GLONASS;;No;2.0, proprietary reversible connector;Accelerometer, gyro, compass;Siri natural language commands and dictation;Non-removable Li-Po 6470 mAh battery (24.3 Wh);Space Gray/Black, Silver/White;A1489, A1490, A1491;1.19 W/kg (body);0.99 W/kg (body);About 270 EUR;Basemark X: 13286;;Up to 10 h (multimedia);;;;;
https://www.gsmarena.com/apple_iphone_5s-5685.php;https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-5s-ofic.jpg;Apple iPhone 5s;Released 2013, September 20;112g, 7.6mm thickness;iOS 7, up to iOS 12.4.6;16GB/32GB/64GB storage, no card slot;2381;12%;63,107,946 hits;"4.0""";640x1136 pixels;1 GB RAM;Apple A7;1560 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - all models;HSDPA 850 / 900 / 1700 / 1900 / 2100 - A1533 (GSM), A1453;1, 2, 3, 4, 5, 8, 13, 17, 19, 20, 25 - A1533 GSM, A1533 CDMA;HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps;2013, September 10;Available. Released 2013, September 20;123.8 x 58.6 x 7.6 mm (4.87 x 2.31 x 0.30 in);112 g (3.95 oz);Glass front (Gorilla Glass), aluminum back, aluminum frame;Nano-SIM;;IPS LCD capacitive touchscreen, 16M colors;4.0 inches, 44.1 cm(~60.8% screen-to-body ratio);640 x 1136 pixels, 16:9 ratio (~326 ppi density);Corning Gorilla Glass, oleophobic coating;;iOS 7, upgradable to iOS 12.4.6;Apple A7 (28 nm);Dual-core 1.3 GHz Cyclone (ARM v8-based);PowerVR G6430 (quad-core graphics);No;16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM;;"8 MP, f/2.2, 29mm (standard), 1/3"", 1.5µm, AF";Dual-LED dual-tone flash, HDR;1080p@30fps, 720p@120fps;1.2 MP, f/2.4, 31mm (standard);face detection, HDR, FaceTime over Wi-Fi or Cellular;720p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band, hotspot;4.0, A2DP;Yes, with A-GPS, GLONASS;;No;2.0, proprietary reversible connector;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Siri natural language commands and dictation;Non-removable Li-Po 1560 mAh battery (5.92 Wh);Space Gray, White/Silver, Gold;A1453, A1457, A1518, A1528, A1530, A1533;1.12 W/kg (head)     1.18 W/kg (body);1.00 W/kg (head)     0.80 W/kg (body);About 330 EUR;Basemark X: 14341;;Up to 10 h (2G) / Up to 10 h (3G);Up to 40 h;Up to 250 h (2G) / Up to 250 h (3G);;;16-bit/44.1kHz audio
https://www.gsmarena.com/apple_iphone_5c-5690.php;https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-5c-new2.jpg;Apple iPhone 5c;Released 2013, September 20;132g, 9mm thickness;iOS 7, up to iOS 10.3.3;8GB/16GB/32GB storage, no card slot;486;3.0%;17,090,686 hits;"4.0""";640x1136 pixels;1 GB RAM;Apple A6;1510 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - all versions;HSDPA 850 / 900 / 1700 / 1900 / 2100 - A1532 (GSM), A1532 (CDMA), A1456;1, 2, 3, 4, 5, 8, 13, 17, 19, 20, 25 - A1532 GSM, A1532 CDMA;HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps;2013, September 10;Available. Released 2013, September 20;124.4 x 59.2 x 9 mm (4.90 x 2.33 x 0.35 in);132 g (4.66 oz);Glass front, plastic back, plastic frame;Nano-SIM;;IPS LCD capacitive touchscreen, 16M colors;4.0 inches, 44.1 cm(~59.9% screen-to-body ratio);640 x 1136 pixels, 16:9 ratio (~326 ppi density);;;iOS 7, upgradable to iOS 10.3.3;Apple A6 (32 nm);Dual-core 1.3 GHz Swift (ARM v7-based);PowerVR SGX 543MP3 (triple-core graphics);No;8GB 1GB RAM, 16GB 1GB RAM, 32GB 1GB RAM;;"8 MP, f/2.4, 33mm (standard), 1/3.2"", 1.4µm, AF";LED flash, panorama, HDR;1080p@30fps;1.2 MP;face detection, FaceTime over Wi-Fi or Cellular;720p@30fps;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, LE;Yes, with A-GPS, GLONASS;;No;2.0, proprietary reversible connector;Accelerometer, gyro, proximity, compass;Siri natural language commands and dictation;Non-removable Li-Po 1510 mAh battery (5.73 Wh);White, Blue, Green, Yellow, Pink;A1456, A1507, A1516, A1529, A1532;1.15 W/kg (head)     1.17 W/kg (body);1.00 W/kg (head)     0.96 W/kg (body);About 300 EUR;Basemark X: 2225;;Up to 10 h (3G);Up to 40 h;Up to 250 h (2G) / Up to 250 h (3G);;;16-bit/44.1kHz audio
https://www.gsmarena.com/apple_ipad_mini_wi_fi-5070.php;https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-mini-final.jpg;Apple iPad mini Wi-Fi;Released 2012, November;308g, 7.2mm thickness;iOS 6, up to iOS 9.3.5;16GB/32GB/64GB storage, no card slot;188;2.7%;4,495,294 hits;"7.9""";768x1024 pixels;512 MB RAM;Apple A5;;N/A;;;;2012, October. Released 2012, November;Discontinued;200 x 134.7 x 7.2 mm (7.87 x 5.30 x 0.28 in);308 g (10.86 oz);;No;;IPS LCD capacitive touchscreen, 16M colors;7.9 inches, 193.3 cm(~71.7% screen-to-body ratio);768 x 1024 pixels, 4:3 ratio (~162 ppi density);Oleophobic coating;;iOS 6, upgradable to iOS 9.3.5;Apple A5 (45 nm);Dual-core 1.0 GHz Cortex-A9;PowerVR SGX543MP2;No;16GB 512MB RAM, 32GB 512MB RAM, 64GB 512MB RAM;;5 MP, AF;;1080p@30fps;1.2 MP;Face detection, FaceTime over Wi-Fi;720p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band;4.0, A2DP, EDR;No;;No;2.0, proprietary reversible connector;Accelerometer, gyro, compass;Siri natural language commands and dictation;Non-removable Li-Po 4490 mAh battery (16.7 Wh);Black/Slate, White/Silver;A1432;;;About 200 EUR;;;Up to 10 h (multimedia);;;No;No;
https://www.gsmarena.com/apple_ipad_mini_wi_fi_+_cellular-5061.php;https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-mini-final.jpg;Apple iPad mini Wi-Fi + Cellular;Released 2012, November;312g, 7.2mm thickness;iOS 6, up to iOS 9.3.5;16GB/32GB/64GB storage, no card slot;136;1.2%;5,012,383 hits;"7.9""";768x1024 pixels;512 MB RAM;Apple A5;;"GSM 850 / 900 / 1800 / 1900  - A1454; A1455";"HSDPA 850 / 900 / 1900 / 2100  - A1454; A1455";4, 17 - A1454;HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps;2012, October. Released 2012, November;Discontinued;200 x 134.7 x 7.2 mm (7.87 x 5.30 x 0.28 in);312 g (11.01 oz);;Nano-SIM;;IPS LCD capacitive touchscreen, 16M colors;7.9 inches, 193.3 cm(~71.7% screen-to-body ratio);768 x 1024 pixels, 4:3 ratio (~162 ppi density);Oleophobic coating;;iOS 6, upgradable to iOS 9.3.5;Apple A5 (45 nm);Dual-core 1.0 GHz Cortex-A9;PowerVR SGX543MP2;No;16GB 512MB RAM, 32GB 512MB RAM, 64GB 512MB RAM;;5 MP, AF;;1080p@30fps;1.2 MP;face detection, FaceTime over Wi-Fi or Cellular;720p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band;4.0, A2DP, EDR;Yes, with A-GPS, GLONASS;;No;2.0, proprietary reversible connector;Accelerometer, gyro, compass;Siri natural language commands and dictation;Non-removable Li-Po 4490 mAh battery (16.7 Wh);Black/Slate, White/Silver;;;;About 300 EUR;;;Up to 10 h (multimedia);;;;;
https://www.gsmarena.com/apple_ipad_4_wi_fi-5072.php;https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-3-new.jpg;Apple iPad 4 Wi-Fi;Released 2012, November;652g, 9.4mm thickness;iOS 6, up to iOS 10.3;16GB/32GB/128GB storage, no card slot;144;1.0%;2,111,203 hits;"9.7""";1536x2048 pixels;1 GB RAM;Apple A6X;11560 mAh Li-Po;N/A;;;;2012, October. Released 2012, November;Discontinued;241.2 x 185.7 x 9.4 mm (9.50 x 7.31 x 0.37 in);652 g (1.44 lb);;No;;IPS LCD capacitive touchscreen, 16M colors;9.7 inches, 291.4 cm(~65.1% screen-to-body ratio);1536 x 2048 pixels, 4:3 ratio (~264 ppi density);Scratch-resistant glass, oleophobic coating;;iOS 6, upgradable to iOS 10.3;Apple A6X (32 nm);Dual-core 1.4 GHz;PowerVR SGX554MP4 (quad-core graphics);No;16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM;;5 MP, AF;;1080p@30fps;1.2 MP;Face detection, FaceTime over Wi-Fi;720p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band;4.0, A2DP;No;;No;2.0, proprietary reversible connector;Accelerometer, gyro, compass;Siri natural language commands and dictation;Non-removable Li-Po 11560 mAh battery (42.5 Wh);Black, White;;;;About 350 EUR;;;Up to 10 h;;Up to 720 h;No;No;
https://www.gsmarena.com/apple_ipad_4_wi_fi_+_cellular-5071.php;https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-3-new.jpg;Apple iPad 4 Wi-Fi + Cellular;Released 2012, November;662g, 9.4mm thickness;iOS 6, up to iOS 10.3;16GB/32GB/128GB storage, no card slot;160;2.2%;4,326,058 hits;"9.7""";1536x2048 pixels;1 GB RAM;Apple A6X;11560 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - A1459/ A1460;HSDPA 850 / 900 / 1900 / 2100 - A1459/ A1460;4, 17 - A1459;HSPA 42.2/5.76 Mbps, LTE, EV-DO Rev.A 3.1 Mbps;2012, October. Released 2012, November;Discontinued;241.2 x 185.7 x 9.4 mm (9.50 x 7.31 x 0.37 in);662 g (1.46 lb);;Micro-SIM;;IPS LCD capacitive touchscreen, 16M colors;9.7 inches, 291.4 cm(~65.1% screen-to-body ratio);1536 x 2048 pixels, 4:3 ratio (~264 ppi density);Scratch-resistant glass, oleophobic coating;;iOS 6, upgradable to iOS 10.3;Apple A6X (32 nm);Dual-core 1.4 GHz;PowerVR SGX554MP4 (quad-core graphics);No;16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM;;5 MP, AF;;1080p@30fps;1.2 MP;face detection, FaceTime over Wi-Fi or Cellular;720p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band, hotspot;4.0, A2DP;Yes, with A-GPS, GLONASS;;No;2.0, proprietary reversible connector;Accelerometer, gyro, compass;Siri natural language commands and dictation;Non-removable Li-Po 11560 mAh battery (42.5 Wh);Black, White;A1459, A1460;;;About 500 EUR;;;Up to 9 h;;Up to 720 h;;;
https://www.gsmarena.com/apple_iphone_5-4910.php;https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-5-ofic.jpg;Apple iPhone 5;Released 2012, September  21;112g, 7.6mm thickness;iOS 6, up to iOS 10.3.3;16GB/32GB/64GB storage, no card slot;1836;7.8%;54,108,303 hits;"4.0""";640x1136 pixels;1 GB RAM;Apple A6;1440 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - GSM A1428;HSDPA 850 / 900 / 1700 / 1900 / 2100 - GSM A1428;4, 17 - GSM A1428;HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps;2012, September 12. Released 2012, September  21;Discontinued;123.8 x 58.6 x 7.6 mm (4.87 x 2.31 x 0.30 in);112 g (3.95 oz);Glass front (Gorilla Glass), aluminum back, aluminum frame;Nano-SIM;;IPS LCD capacitive touchscreen, 16M colors;4.0 inches, 44.1 cm(~60.8% screen-to-body ratio);640 x 1136 pixels, 16:9 ratio (~326 ppi density);Corning Gorilla Glass, oleophobic coating;;iOS 6, upgradable to iOS 10.3.3;Apple A6 (32 nm);Dual-core 1.3 GHz Swift (ARM v7-based);PowerVR SGX 543MP3 (triple-core graphics);No;16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM;;"8 MP, f/2.4, 33mm (standard), 1/3.2"", 1.4µm, AF";LED flash, panorama, HDR;1080p@30fps;1.2 MP, f/2.4, 35mm (standard);face detection, FaceTime over Wi-Fi or Cellular;720p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band, hotspot;4.0, A2DP, LE;Yes, with A-GPS, GLONASS;;No;2.0, proprietary reversible connector;Accelerometer, gyro, proximity, compass;Siri natural language commands and dictation;Non-removable Li-Po 1440 mAh battery (5.45 Wh);Black/Slate, White/Silver;A1428, A1429, A1442;1.18 W/kg (head)     1.18 W/kg (body);0.95 W/kg (head)     0.90 W/kg (body);About 340 EUR;Basemark X: 2229;;Up to 8 h (2G) / Up to 8 h (3G);Up to 40 h;Up to 225 h (2G) / Up to 225 h (3G);;;16-bit/44.1kHz audio
