Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;build;sim;bodyother;displaytype;displaysize;displayresolution;displayprotection;displayother;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2features;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;featuresother;batdescription1;colors;models;sar-us;sar-eu;price;tbench;batlife;battalktime1;batmusicplayback1;batstandby1;gprstext;edge;optionalother
https://www.gsmarena.com/apple_watch_series_1_aluminum_38mm-8333.php;https://fdn2.gsmarena.com/vv/bigpic/apple-watch2-s2-sport-38mm.jpg;Apple Watch Series 1 Aluminum 38mm;Released 2016, December;25g body, 10.5mm thickness;watchOS 3.0, up to 6.2.5;8GB storage, no card slot;19;0.2%;177,121 hits;"1.5""";340x272 pixels;512 MB RAM;Apple S1P;205 mAh Li-Ion;N/A;;;;2016, September;Available. Released 2016, December;38.6 x 33.3 x 10.5 mm (1.52 x 1.31 x 0.41 in);25 g body (0.88 oz);Glass front, composite plastic back, aluminum frame;No;IPX7 water resistant up to 1 meter and 30 minutes;OLED capacitive touchscreen, 16M colors;1.5 inches, 7.1 cm(~55.1% screen-to-body ratio);340 x 272 pixels (~290 ppi density);Ion-X strengthened glass;3D Touch display450 nits max brightness (advertised);watchOS 3.0, upgradable to 6.2.5;Apple S1P (28 nm);Dual-core 520 MHz Cortex-A7;PowerVR G6200;No;8GB 512MB RAM;;No;;;;;;Wi-Fi 802.11 b/g/n;4.0, LE;No;Yes;No;No;Accelerometer, gyro, heart rate;Natural language commands and dictation;Non-removable Li-Ion 205 mAh battery (0.78 Wh);Case colors: silver, gold, rose gold, grayBand colors: gray, white, black, pinkBand types: sport;A1802;;;About 270 EUR;;;;;Up to 18 h (mixed usage);No;No;
https://www.gsmarena.com/apple_iphone_7_plus-8065.php;https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-7-plus-r2.jpg;Apple iPhone 7 Plus;Released 2016, September 16;188g, 7.3mm thickness;iOS 10.0.1, up to iOS 13.5;32GB/128GB/256GB storage, no card slot;1197;43%;32,175,825 hits;"5.5""";1080x1920 pixels;3 GB RAM;Apple A10 Fusion;2900 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - A1661, A1784;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - A1661, A1784;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 27, 28, 29, 30, 38, 39, 40, 41 - A1661, A1784;HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps, EV-DO Rev.A 3.1 Mbps;2016, September 07;Available. Released 2016, September 16;158.2 x 77.9 x 7.3 mm (6.23 x 3.07 x 0.29 in);188 g (6.63 oz);Glass front (Gorilla Glass), aluminum back, aluminum frame;Nano-SIM;IP67 dust/water resistant (up to 1m for 30 mins)Apple Pay (Visa, MasterCard, AMEX certified);Retina IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~67.7% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Ion-strengthened glass, oleophobic coating;625 nits max brightness (advertised)Wide color gamut3D Touch display & home button;iOS 10.0.1, upgradable to iOS 13.5;Apple A10 Fusion (16 nm);Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr);PowerVR Series7XT Plus (six-core graphics);No;32GB 3GB RAM, 128GB 3GB RAM, 256GB 3GB RAM;NVMe;"12 MP, f/1.8, 28mm (wide), 1/3"", PDAF, OIS12 MP, f/2.8, 56mm (telephoto), 1/3.6"", AF, 2x optical zoom";Quad-LED dual-tone flash, HDR;4K@30fps, 1080p@30/60/120fps, 720p@240fps;7 MP, f/2.2, 32mm (standard);Face detection, HDR;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot;4.2, A2DP, LE;Yes, with A-GPS, GLONASS, GALILEO, QZSS;Yes;No;2.0, proprietary reversible connector;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer;Siri natural language commands and dictation;Non-removable Li-Ion 2900 mAh battery (11.1 Wh);Jet Black, Black, Silver, Gold, Rose Gold, Red;A1661, A1784, A1785, A1786;1.19 W/kg (head)     1.19 W/kg (body);1.24 W/kg (head)     1.00 W/kg (body);;Basemark OS II 2.0: 3796;;Up to 21 h (3G);Up to 60 h;Up to 384 h (3G);;;
https://www.gsmarena.com/apple_iphone_7-8064.php;https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-7r4.jpg;Apple iPhone 7;Released 2016, September 16;138g, 7.1mm thickness;iOS 10.0.1, up to iOS 13.5;32GB/128GB/256GB storage, no card slot;971;40%;41,468,191 hits;"4.7""";750x1334 pixels;2 GB RAM;Apple A10 Fusion;1960 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - A1660, A1778;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - A1660, A1778;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 27, 28, 29, 30, 38, 39, 40, 41 - A1660, A1778;HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps, EV-DO Rev.A 3.1 Mbps;2016, September 07;Available. Released 2016, September 16;138.3 x 67.1 x 7.1 mm (5.44 x 2.64 x 0.28 in);138 g (4.87 oz);Glass front (Gorilla Glass), aluminum back, aluminum frame;Nano-SIM;IP67 dust/water resistant (up to 1m for 30 mins)Apple Pay (Visa, MasterCard, AMEX certified);Retina IPS LCD capacitive touchscreen, 16M colors;4.7 inches, 60.9 cm(~65.6% screen-to-body ratio);750 x 1334 pixels, 16:9 ratio (~326 ppi density);Ion-strengthened glass, oleophobic coating;625 nits max brightness (advertised)Wide color gamut3D Touch display & home button;iOS 10.0.1, upgradable to iOS 13.5;Apple A10 Fusion (16 nm);Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr);PowerVR Series7XT Plus (six-core graphics);No;32GB 2GB RAM, 128GB 2GB RAM, 256GB 2GB RAM;NVMe;"12 MP, f/1.8, 28mm (wide), 1/3"", PDAF, OIS";Quad-LED dual-tone flash, HDR;4K@30fps, 1080p@30/60/120fps, 720p@240fps;7 MP, f/2.2, 32mm (standard);Face detection, HDR, panorama;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot;4.2, A2DP, LE;Yes, with A-GPS, GLONASS, GALILEO, QZSS;Yes;No;2.0, proprietary reversible connector;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer;Siri natural language commands and dictation;Non-removable Li-Ion 1960 mAh battery (7.45 Wh);Jet Black, Black, Silver, Gold, Rose Gold, Red;A1660, A1778, A1779, A1780, A1853, A1866;1.19 W/kg (head)     1.19 W/kg (body);1.38 W/kg (head)     1.34 W/kg (body);;Basemark OS II 2.0: 3416;;Up to 14 h (3G);Up to 40 h;;;;
https://www.gsmarena.com/apple_ipad_pro_9_7_(2016)-7984.php;https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-97.jpg;Apple iPad Pro 9.7 (2016);Released 2016, March;437g (Wi-Fi) / 444g (LTE), 6.1mm thickness;iOS 9.3.2, up to iPadOS 13.4.1;32GB/128GB/256GB storage, no card slot;165;2.5%;2,254,966 hits;"9.7""";1536x2048 pixels;2 GB RAM;Apple A9X;7306 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 27, 28, 29, 30, 38, 39, 40, 41;HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps;2016, March;Available. Released 2016, March;240 x 169.5 x 6.1 mm (9.45 x 6.67 x 0.24 in);437 g (Wi-Fi) / 444 g (LTE) (15.41 oz);Glass front, aluminum back, aluminum frame;Nano-SIM, eSIM;Stylus;IPS LCD capacitive touchscreen, 16M colors;9.7 inches, 291.4 cm(~71.6% screen-to-body ratio);1536 x 2048 pixels, 4:3 ratio (~264 ppi density);Scratch-resistant glass, oleophobic coating;True-tone120Hz touch-sensing;iOS 9.3.2, upgradable to iPadOS 13.4.1;Apple A9X (16 nm);Dual-core 2.16 GHz (Twister);PowerVR Series 7 (12-core graphics);No;32GB 2GB RAM, 128GB 2GB RAM, 256GB 2GB RAM;;"12 MP, f/2.2, 29mm (standard), 1/3"", 1.22µm, PDAF";Dual-LED dual-tone flash, HDR;4K@30fps, 1080p@30/60fps, 1080p@120fps, 720p@240fps;5 MP, f/2.2, 31mm (standard);Face detection, HDR, panorama;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot;4.2, A2DP, EDR;Yes, with A-GPS, GLONASS (Wi‑Fi + Cellular model only);Yes;No;"2.0, proprietary reversible connector; magnetic connector";Fingerprint (front-mounted), accelerometer, gyro, compass, barometer;Siri natural language commands and dictation;Non-removable Li-Ion 7306 mAh battery (27.9 Wh);Silver, Gold, Space Gray, Rose Gold;A1673, A1674, A1675;1.19 W/kg (body);0.99 W/kg (body);About 690 EUR;;;Up to 10 h (multimedia);;;;;
https://www.gsmarena.com/apple_iphone_se-7969.php;https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-5se-ofic.jpg;Apple iPhone SE;Released 2016, March 31;113g, 7.6mm thickness;iOS 9.3.2, up to iOS 13.5;16GB/32GB/128GB storage, no card slot;1033;20%;21,611,437 hits;"4.0""";640x1136 pixels;2 GB RAM;Apple A9;1624 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - A1662, A1723;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - A1662, A1723;1, 2, 3, 4, 5, 8, 12, 13, 17, 18, 19, 20, 25, 26, 29 - A1662;HSPA, LTE-A Cat4 150/50 Mbps;2016, March 21;Available. Released 2016, March 31;123.8 x 58.6 x 7.6 mm (4.87 x 2.31 x 0.30 in);113 g (3.99 oz);Glass front (Gorilla Glass), aluminum back, aluminum frame;Nano-SIM;Apple Pay (Visa, MasterCard, AMEX certified);IPS LCD capacitive touchscreen, 16M colors;4.0 inches, 44.1 cm(~60.8% screen-to-body ratio);640 x 1136 pixels, 16:9 ratio (~326 ppi density);;;iOS 9.3.2, upgradable to iOS 13.5;Apple A9 (14 nm);Dual-core 1.84 GHz Twister;PowerVR GT7600 (six-core graphics);No;16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 2GB RAM;NVMe;"12 MP, f/2.2, 29mm (standard), 1/3"", 1.22µm, PDAF";Dual-LED dual-tone flash, HDR;4K@30fps, 1080p@30/60fps, 1080p@120fps, 720p@240fps;1.2 MP, f/2.4, 31mm (standard);Face detection, HDR, panorama;720p@30fps;Wi-Fi 802.11 a/b/g/n/ac, hotspot;4.2, A2DP, LE;Yes, with A-GPS, GLONASS;Yes (Apple Pay only);No;2.0, proprietary reversible connector;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Siri natural language commands and dictation;Non-removable Li-Po 1624 mAh battery (6.21 Wh);Space Gray, Silver, Gold, Rose Gold;A1662, A1723, A1724;1.17 W/kg (head)     1.19 W/kg (body);0.72 W/kg (head)     0.97 W/kg (body);;Basemark OS II 2.0: 2163;;Up to 14 h (3G);Up to 50 h;Up to 240 h (2G) / Up to 240 h (3G);;;16-bit/44.1kHz audio
https://www.gsmarena.com/apple_iphone_6s_plus-7243.php;https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-6s-plus.jpg;Apple iPhone 6s Plus;Released 2015, September 25;192g, 7.3mm thickness;iOS 9, up to iOS 13.5;16GB/32GB/128GB storage, no card slot;943;18%;25,114,870 hits;"5.5""";1080x1920 pixels;2 GB RAM;Apple A9;2750 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30 - A1633;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps, EV-DO Rev.A 3.1 Mbps;2015, September 09;Available. Released 2015, September 25;158.2 x 77.9 x 7.3 mm (6.23 x 3.07 x 0.29 in);192 g (6.77 oz);Glass front (Gorilla Glass), aluminum back, aluminum frame;Nano-SIM;Apple Pay (Visa, MasterCard, AMEX certified);IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~67.7% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Ion-strengthened glass, oleophobic coating;3D Touch display;iOS 9, upgradable to iOS 13.5;Apple A9 (14 nm);Dual-core 1.84 GHz Twister;PowerVR GT7600 (six-core graphics);No;16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 2GB RAM;NVMe;"12 MP, f/2.2, 29mm (standard), 1/3"", 1.22µm, PDAF, OIS";Dual-LED dual-tone flash, HDR;4K@30fps, 1080p@60fps, 1080p@120fps, 720p@240fps;5 MP, f/2.2, 31mm (standard);Face detection, HDR, panorama;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot;4.2, A2DP, LE;Yes, with A-GPS, GLONASS, GALILEO, QZSS;Yes (Apple Pay only);No;2.0, proprietary reversible connector;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer;Siri natural language commands and dictation;Non-removable Li-Ion 2750 mAh battery (10.45 Wh);Space Gray, Silver, Gold, Rose Gold;A1634, A1687, A1690, A1699;1.12 W/kg (head)     1.14 W/kg (body);0.93 W/kg (head)     0.98 W/kg (body);;Basemark OS II 2.0: 2261;;Up to 24 h (3G);Up to 80 h;Up to 384 h (3G);;;16-bit/44.1kHz audio
https://www.gsmarena.com/apple_iphone_6s-7242.php;https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-6s1.jpg;Apple iPhone 6s;Released 2015, September 25;143g, 7.1mm thickness;iOS 9, up to iOS 13.5;16GB/32GB/128GB storage, no card slot;1301;27%;44,797,984 hits;"4.7""";750x1334 pixels;2 GB RAM;Apple A9;1715 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29 - A1688;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps, EV-DO Rev.A 3.1 Mbps;2015, September 09;Available. Released 2015, September 25;138.3 x 67.1 x 7.1 mm (5.44 x 2.64 x 0.28 in);143 g (5.04 oz);Glass front (Gorilla Glass), aluminum back, aluminum frame;Nano-SIM;Apple Pay (Visa, MasterCard, AMEX certified);IPS LCD capacitive touchscreen, 16M colors;4.7 inches, 60.9 cm(~65.6% screen-to-body ratio);750 x 1334 pixels, 16:9 ratio (~326 ppi density);Ion-strengthened glass, oleophobic coating;3D Touch;iOS 9, upgradable to iOS 13.5;Apple A9 (14 nm);Dual-core 1.84 GHz Twister;PowerVR GT7600 (six-core graphics);No;16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 2GB RAM;;"12 MP, f/2.2, 29mm (standard), 1/3"", 1.22µm, PDAF";Dual-LED dual-tone flash, HDR;4K@30fps, 1080p@60fps,1080p@120fps, 720p@240fps;5 MP, f/2.2, 31mm (standard);Face detection, HDR, panorama;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot;4.2, A2DP, LE;Yes, with A-GPS, GLONASS, GALILEO, QZSS;Yes (Apple Pay only);No;2.0, proprietary reversible connector;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer;Siri natural language commands and dictation;Non-removable Li-Ion 1715 mAh battery (6.91 Wh);Space Gray, Silver, Gold, Rose Gold;A1633, A1688, A1691, A1700;1.14 W/kg (head)     1.14 W/kg (body);0.87 W/kg (head)     0.98 W/kg (body);;Basemark OS II 2.0: 2195;;Up to 14 h (3G);Up to 50 h;Up to 240 h (3G);;;16-bit/44.1kHz audio
https://www.gsmarena.com/apple_ipad_pro_12_9_(2015)-7562.php;https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-.jpg;Apple iPad Pro 12.9 (2015);Released 2015, November;713g (Wi-Fi) / 723g (LTE), 6.9mm thickness;iOS 9, up to iPadOS 13.4.1;32GB/128GB/256GB storage, no card slot;212;1.6%;2,317,419 hits;"12.9""";2048x2732 pixels;4 GB RAM;Apple A9X;10307 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26, 28, 29, 38, 39, 40, 41;HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps;2015, September;Available. Released 2015, November;305.7 x 220.6 x 6.9 mm (12.04 x 8.69 x 0.27 in);713 g (Wi-Fi) / 723 g (LTE) (1.57 lb);;Nano-SIM, eSIM;Stylus;IPS LCD capacitive touchscreen, 16M colors;12.9 inches, 519.2 cm(~77.0% screen-to-body ratio);2048 x 2732 pixels, 4:3 ratio (~264 ppi density);Scratch-resistant glass, oleophobic coating;;iOS 9, upgradable to iPadOS 13.4.1;Apple A9X (16 nm);Dual-core 2.26 GHz (Twister);PowerVR Series 7 (12-core graphics);No;32GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM;;8 MP, f/2.4, 31mm (standard), 1.12µm, AF;HDR;1080p@30fps, 720p@120fps, HDR, stereo sound rec.;1.2 MP;face detection, HDR, FaceTime over Wi-Fi or Cellular;720p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot;4.0, A2DP, EDR;Yes, with A-GPS, GLONASS (Wi‑Fi + Cellular model only);Yes;No;"3.0, proprietary reversible connector; magnetic connector";Fingerprint (front-mounted), accelerometer, gyro, compass, barometer;Siri natural language commands and dictation;Non-removable Li-Ion 10,307 mAh battery (38.8 Wh);Space Gray, Silver, Gold;A1584, A1652;;;About 850 EUR;;;Up to 10 h (multimedia);;;;;
https://www.gsmarena.com/apple_ipad_mini_4_(2015)-7561.php;https://fdn2.gsmarena.com/vv/bigpic/ipad-mini-41.jpg;Apple iPad mini 4 (2015);Released 2015, September;299g (Wi-Fi) / 304g (3G/LTE), 6.1mm thickness;iOS 9, up to iPadOS 13.4.1;16GB/32GB/128GB storage, no card slot;151;3.4%;3,325,496 hits;"7.9""";1536x2048 pixels;2 GB RAM;Apple A8;5124 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26, 28, 29, 38, 39, 40, 41 - A1490;HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps;2015, September;Available. Released 2015, September;203.2 x 134.8 x 6.1 mm (8.0 x 5.31 x 0.24 in);299 g (Wi-Fi) / 304 g (3G/LTE) (10.55 oz);Glass front, aluminum back, aluminum frame;Nano-SIM, eSIM;;IPS LCD capacitive touchscreen, 16M colors;7.9 inches, 193.3 cm(~70.6% screen-to-body ratio);1536 x 2048 pixels, 4:3 ratio (~324 ppi density);Scratch-resistant glass, oleophobic coating;;iOS 9, upgradable to iPadOS 13.4.1;Apple A8 (20 nm);Dual-core 1.5 GHz Typhoon;PowerVR GX6450 (quad-core graphics);No;16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 2GB RAM;;8 MP, f/2.4, 32mm (standard), 1.12µm, AF;HDR;1080p@30fps;1.2 MP, f/2.2, 31mm (standard);HDR;720p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot;4.0, A2DP, EDR;Yes, with A-GPS, GLONASS (3G/LTE model only);;No;2.0, proprietary reversible connector;Fingerprint (front-mounted), accelerometer, gyro, compass, barometer;Siri natural language commands and dictation;Non-removable Li-Ion 5124 mAh battery (19.1 Wh);Space Gray, Silver, Gold;A1538, A1550;1.18 W/kg (body);0.42 W/kg (body);About 360 EUR;;;Up to 10 h (multimedia);;;;;
https://www.gsmarena.com/apple_watch_edition_42mm_(1st_gen)-7698.php;https://fdn2.gsmarena.com/vv/bigpic/apple-watch-edition-42mm.jpg;Apple Watch Edition 42mm (1st gen);Released 2015, July;69g body, 10.5mm thickness;watchOS 1.0, up to 4.3.2;8GB storage, no card slot;32;N/A;358,778 hits;"1.65""";390x312 pixels;512 MB RAM;Apple S1;250 mAh Li-Ion;N/A;;;;2014, September;Available. Released 2015, July;42 x 35.9 x 10.5 mm (1.65 x 1.41 x 0.41 in);69 g body (3.53 oz);Glass front (Sapphire crystal), ceramic back, 18-karat yellow/rose gold frame;No;IPX7 water resistant up to 1 meter and 30 minutes;OLED capacitive touchscreen, 16M colors;1.65 inches, 8.6 cm(~56.8% screen-to-body ratio);390 x 312 pixels (~303 ppi density);Sapphire crystal glass;3D Touch display450 nits max brightness (advertised);watchOS 1.0, upgradable to 4.3.2;Apple S1 (28 nm);520 MHz Cortex-A7;PowerVR SGX543;No;8GB 512MB RAM;;No;;;;;;Wi-Fi 802.11 b/g/n;4.0, LE;No;Yes;No;No;Accelerometer, gyro, heart rate;Natural language commands and dictation;Non-removable Li-Ion 250 mAh battery (0.94 Wh);18-karat Rose Gold/White, Midnight Blue Buckle18-karat Yellow Gold/Black, Black Buckle;A1554;;;About 13000 EUR;;;;;Up to 18 h (mixed usage);No;No;
https://www.gsmarena.com/apple_watch_edition_38mm_(1st_gen)-7697.php;https://fdn2.gsmarena.com/vv/bigpic/apple-watch-edition-38mm.jpg;Apple Watch Edition 38mm (1st gen);Released 2015, July;55g body, 10.5mm thickness;watchOS 1.0, up to 4.3.2;8GB storage, no card slot;19;N/A;158,328 hits;"1.5""";340x272 pixels;512 MB RAM;Apple S1;205 mAh Li-Ion;N/A;;;;2014, September;Available. Released 2015, July;38.6 x 33.3 x 10.5 mm (1.52 x 1.31 x 0.41 in);55 g body (3.35 oz);Glass front (Sapphire crystal), ceramic back, 18-karat yellow/rose gold frame;No;IPX7 water resistant up to 1 meter and 30 minutes;OLED capacitive touchscreen, 16M colors;1.5 inches, 7.1 cm(~55.1% screen-to-body ratio);340 x 272 pixels (~290 ppi density);Sapphire crystal glass;3D Touch display450 nits max brightness (advertised);watchOS 1.0, upgradable to 4.3.2;Apple S1 (28 nm);520 MHz Cortex-A7;PowerVR SGX543;No;8GB 512MB RAM;;No;;;;;;Wi-Fi 802.11 b/g/n;4.0, LE;No;Yes;No;No;Accelerometer, gyro, heart rate;Natural language commands and dictation;Non-removable Li-Ion 205 mAh battery (0.78 Wh);18-karat Rose Gold/White, Rose Gray Buckle18-karat Yellow Gold/Black, Red Buckle;A1553;;;About 11000 EUR;;;;;Up to 18 h (mixed usage);No;No;
https://www.gsmarena.com/apple_watch_42mm_(1st_gen)-7696.php;https://fdn2.gsmarena.com/vv/bigpic/apple-watch-42mm.jpg;Apple Watch 42mm (1st gen);Released 2015, April;50g body, 10.5mm thickness;watchOS 1.0, up to 4.3.2;8GB storage, no card slot;48;0.2%;568,883 hits;"1.65""";390x312 pixels;512 MB RAM;Apple S1;250 mAh Li-Ion;N/A;;;;2014, September;Available. Released 2015, April;42 x 35.9 x 10.5 mm (1.65 x 1.41 x 0.41 in);50 g body (2.82 oz);Glass front (Sapphire crystal), ceramic/sapphire crystal back, stainless steel frame;No;IPX7 water resistant up to 1 meter and 30 minutes;OLED capacitive touchscreen, 16M colors;1.65 inches, 8.6 cm(~56.8% screen-to-body ratio);390 x 312 pixels (~303 ppi density);Sapphire crystal glass;3D Touch display450 nits max brightness (advertised);watchOS 1.0, upgradable to 4.3.2;Apple S1 (28 nm);520 MHz Cortex-A7;PowerVR SGX543;No;8GB 512MB RAM;;No;;;;;;Wi-Fi 802.11 b/g/n;4.0, LE;No;Yes;No;No;Accelerometer, gyro, heart rate;Natural language commands and dictation;Non-removable Li-Ion 250 mAh battery (0.94 Wh);Stainless Steel/Red, White, Brown/Black/Blue/Marine Blue Buckle, Blue/Stone/White/Storm Gray Leather Loop, Silver/Space Black Milanese Loop, Link Bracelet, Space Black Stainless Steel/Black, Black Link Bracelet, Pearl Woven Nylon;A1554;;;About 700 EUR;;;;;Up to 18 h (mixed usage);No;No;
https://www.gsmarena.com/apple_watch_38mm_(1st_gen)-7695.php;https://fdn2.gsmarena.com/vv/bigpic/apple-watch-38mm.jpg;Apple Watch 38mm (1st gen);Released 2015, May;40g body, 10.5mm thickness;watchOS 1.0, up to 4.3.2;8GB storage, no card slot;17;N/A;153,726 hits;"1.5""";340x272 pixels;512 MB RAM;Apple S1;205 mAh Li-Ion;N/A;;;;2014, September;Available. Released 2015, May;38.6 x 33.3 x 10.5 mm (1.52 x 1.31 x 0.41 in);40 g body (2.72 oz);Glass front (Sapphire crystal), ceramic/sapphire crystal back, stainless steel frame;No;IPX7 water resistant up to 1 meter and 30 minutes;OLED capacitive touchscreen, 16M colors;1.5 inches, 7.1 cm(~55.1% screen-to-body ratio);340 x 272 pixels (~290 ppi density);Sapphire crystal glass;3D Touch display450 nits max brightness (advertised);watchOS 1.0, upgradable to 4.3.2;Apple S1 (28 nm);520 MHz Cortex-A7;PowerVR SGX543;No;8GB 512MB RAM;;No;;;;;;Wi-Fi 802.11 b/g/n;4.0, LE;No;Yes;No;No;Accelerometer, gyro, heart rate;Natural language commands and dictation;Non-removable Li-Ion 205 mAh battery (0.78 Wh);Stainless Steel/Red, White, Brown/Black/Blue/Red/Marigold/Jay Buckle, Blue/Stone Leather Loop, Silver/Space Black Milanese Loop, Link Bracelet, Space Black Stainless Steel/Black, Black Link Bracelet, Pearl Woven Nylon;A1553;;;About 650 EUR;;;;;Up to 18 h (mixed usage);No;No;
https://www.gsmarena.com/apple_watch_sport_42mm_(1st_gen)-7694.php;https://fdn2.gsmarena.com/vv/bigpic/apple-watch-sport-42mm2.jpg;Apple Watch Sport 42mm (1st gen);Released 2015, April;30g body, 10.5mm thickness;watchOS 1.0, up to 4.3.2;8GB storage, no card slot;48;0.2%;335,600 hits;"1.65""";390x312 pixels;512 MB RAM;Apple S1;250 mAh Li-Ion;N/A;;;;2014, September;Available. Released 2015, April;42 x 35.9 x 10.5 mm (1.65 x 1.41 x 0.41 in);30 g body (2.47 oz);Glass front, composite plastic back, aluminum frame;No;IPX7 water resistant up to 1 meter and 30 minutes;OLED capacitive touchscreen, 16M colors;1.65 inches, 8.6 cm(~57.2% screen-to-body ratio);390 x 312 pixels (~302 ppi density);Ion-X strengthened glass;3D Touch display450 nits max brightness (advertised);watchOS 1.0, upgradable to 4.3.2;Apple S1 (28 nm);520 MHz Cortex-A7;PowerVR SGX543;No;8GB 512MB RAM;;No;;;;;;Wi-Fi 802.11 b/g/n;4.0, LE;No;Yes;No;No;Accelerometer, gyro, heart rate;Natural language commands and dictation;Non-removable Li-Ion 250 mAh battery (0.94 Wh);"Silver/White, Orange, Blue; Gray/Black; Rose Gold/Lavender, Stone; Gold/White, Blue, Yellow, Apricot, Royal Blue, Pink/Royal Blue/Gold&Red/Black Woven Nylon";A1554;;;About 250 EUR;;;;;Up to 18 h (mixed usage);No;No;
