Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;radio;usb;sensors;batdescription1;colors;sar-eu;price;gprstext;edge;batstandby1;battalktime1;cam2features;bodyother;models;featuresother;optionalother;nfc
https://www.gsmarena.com/allview_x4_soul_infinity_n-9014.php;https://fdn2.gsmarena.com/vv/bigpic/allview-x4sin.jpg;Allview X4 Soul Infinity N;Released 2017, September;155g, 8.5mm thickness;Android 7.0;32GB storage, microSDXC;3;N/A;27,614 hits;"5.7""";720x1440 pixels;4 GB RAM;MT6750T;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 20, 38;HSPA21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2017, September;Available. Released 2017, September;152 x 72.6 x 8.5 mm (5.98 x 2.86 x 0.33 in);155 g (5.47 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.7 inches, 83.8 cm(~76.0% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~282 ppi density);Asahi Dragontrail Glass;Android 7.0 (Nougat);Mediatek MT6750T (28 nm);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC (uses shared SIM slot);32GB 4GB RAM;eMMC 5.1;16 MP, PDAF;LED flash, panorama, HDR;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;2.0, Type-C 1.0 reversible connector;Fingerprint (rear-mounted), accelerometer, gyro, proximity;Non-removable Li-Po 3000 mAh battery;Night Sky, Mocha Gold, Steel Gray;1.28 W/kg (head);;;;;;;;;;;
https://www.gsmarena.com/allview_x4_soul_infinity_s-9015.php;https://fdn2.gsmarena.com/vv/bigpic/allview-x4sis.jpg;Allview X4 Soul Infinity S;Released 2017, September;155g, 8.5mm thickness;Android 7.0;16GB storage, microSDXC;1;N/A;27,639 hits;"5.7""";720x1440 pixels;3 GB RAM;MT6750T;3000 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 20, 38;HSPA21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2017, September;Available. Released 2017, September;152 x 72.6 x 8.5 mm (5.98 x 2.86 x 0.33 in);155 g (5.47 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.7 inches, 83.8 cm(~76.0% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~282 ppi density);Asahi Dragontrail Glass;Android 7.0 (Nougat);Mediatek MT6750T (28 nm);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC (uses shared SIM slot);16GB 3GB RAM;eMMC 5.1;13 MP, PDAF;LED flash, panorama, HDR;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;2.0, Type-C 1.0 reversible connector;Fingerprint (rear-mounted), accelerometer, proximity;Non-removable Li-Po 3000 mAh battery;Night Sky, Mocha Gold, Steel Gray;1.28 W/kg (head);;;;;;;;;;;
https://www.gsmarena.com/allview_x4_soul_infinity_z-9016.php;https://fdn2.gsmarena.com/vv/bigpic/allview-x4siz.jpg;Allview X4 Soul Infinity Z;Released 2017, September;155g, 8.5mm thickness;Android 7.0;32GB storage, microSDXC;1;N/A;28,283 hits;"5.7""";720x1440 pixels;4 GB RAM;MT6750T;3000 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 8, 38;HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2017, September;Available. Released 2017, September;152 x 72.6 x 8.5 mm (5.98 x 2.86 x 0.33 in);155 g (5.47 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.7 inches, 83.8 cm(~76.0% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~282 ppi density);;Android 7.0 (Nougat);Mediatek MT6750T (28 nm);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC (uses shared SIM slot);32GB 4GB RAM;eMMC 5.1;13 MP, PDAF5 MP, f/2.4, (depth);LED flash, panorama, HDR;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;2.0, Type-C 1.0 reversible connector;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Po 3000 mAh battery;Night Sky, Mocha Gold, Steel Gray;1.28 W/kg (head);;;;;;;;;;;
https://www.gsmarena.com/allview_x4_soul_vision-9010.php;https://fdn2.gsmarena.com/vv/bigpic/allview-x4sv.jpg;Allview X4 Soul Vision;Released 2017, September;202g, 10.3mm thickness;Android 7.0;32GB storage, microSDXC;1;N/A;33,075 hits;"5.5""";1080x1920 pixels;3 GB RAM;MT6750;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 20, 38;HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2017, September;Available. Released 2017, September;153.1 x 75.6 x 10.3 mm (6.03 x 2.98 x 0.41 in);202 g (7.13 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~72.0% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);;Android 7.0 (Nougat);Mediatek MT6750 (28 nm);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC (uses shared SIM slot);32GB 3GB RAM;eMMC 5.1;"13 MP, 1/3.1"", 1.12µm, PDAF";LED flash, HDR;1080p@30fps;8 MP;;Wi-Fi 802.11 a/b/g/n, hotspot;4.0, A2DP, EDR, LE;Yes, with A-GPS;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Po 4000 mAh battery;Dark Blue;0.76 W/kg (head);;;;;;;;;Laser projector;;
https://www.gsmarena.com/allview_v3_viper-9009.php;https://fdn2.gsmarena.com/vv/bigpic/allview-v3v.jpg;Allview V3 Viper;Released 2018, February;143.6g, 8.1mm thickness;Android 8.0;32GB storage, microSDXC;2;N/A;41,141 hits;"5.5""";720x1440 pixels;3 GB RAM;MT6737;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 8, 20, 38, 39, 40;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2018, January;Available. Released 2018, February;148.3 x 71.8 x 8.1 mm (5.84 x 2.83 x 0.32 in);143.6 g (5.08 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 78.1 cm(~73.3% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~293 ppi density);Corning Gorilla Glass 3;Android 8.0 (Oreo);Mediatek MT6737 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP2;microSDXC (uses shared SIM slot);32GB 3GB RAM;eMMC 5.0;13 MP, AF;LED flash, HDR;1080p@30fps;13 MP;;Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct;4.2, A2DP, LE;Yes, with A-GPS;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity, compass;Non-removable Li-Po 3000 mAh battery;Black, Silver, Gold;1.26 W/kg (head);About 220 EUR;;;;;LED flash;;;;;
https://www.gsmarena.com/allview_x4_soul_mini_s-8855.php;https://fdn2.gsmarena.com/vv/bigpic/allview-x4-soul-mini-s.jpg;Allview X4 Soul Mini S;Released 2017, June;145g, 8.4mm thickness;Android 7.0;16GB storage, microSDXC;0;N/A;34,638 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6737;2500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 20, 38;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, June;Available. Released 2017, June;142 x 72 x 8.4 mm (5.59 x 2.83 x 0.33 in);145 g (5.11 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.0 inches, 68.9 cm(~67.4% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Scratch-resistant glass;Android 7.0 (Nougat);Mediatek MT6737 (28 nm);Quad-core 1.25 GHz Cortex-A53;Mali-T720MP2;microSDXC (uses shared SIM slot);16GB 1GB RAM;eMMC 5.0;8 MP, AF;LED flash, HDR;720p@30fps;8 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Non-removable Li-Po 2500 mAh battery;Black, Gold, Blue;1.48 W/kg (head);About 150 EUR;;;Up to 312 h (3G);Up to 15 h (3G);;;X4_Soul_Mini_S_TM;;;
https://www.gsmarena.com/allview_x4_xtreme-8743.php;https://fdn2.gsmarena.com/vv/bigpic/allview-x4-xtreme.jpg;Allview X4 Xtreme;Released 2017, June;226.9g, 9.1mm thickness;Android 7.0;64GB storage, microSDXC;8;N/A;50,187 hits;"6.0""";1080x1920 pixels;4 GB RAM;MT6757T Helio P25;4550 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;LTE (unspecified);HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2017, June;Available. Released 2017, June;166.4 x 83.3 x 9.1 mm (6.55 x 3.28 x 0.36 in);226.9 g (8.01 oz);Hybrid Dual SIM (Micro-SIM/Nano SIM);IPS LCD capacitive touchscreen, 16M colors;6.0 inches, 99.2 cm(~71.6% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~367 ppi density);Corning Gorilla Glass 3;Android 7.0 (Nougat);Mediatek MT6757T Helio P25 (16 nm);Octa-core (4x2.5 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53);Mali-T880MP2;microSDXC (uses shared SIM slot);64GB 4GB RAM;;13 MP, PDAF5 MP, f/2.4, (depth);LED flash, HDR, panorama;1080p@30fps;20 MP, f/2.0, (wide);;Wi-Fi 802.11 a/b/g/n, hotspot;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;microUSB 2.0;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Po 4550 mAh battery;Mocha Gold;1.01 W/kg (head);;;;Up to 379 h;Up to 25 h;;;;;;
https://www.gsmarena.com/allview_p9_energy_lite_(2017)-8742.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p9-energy-lite-2017.jpg;Allview P9 Energy Lite (2017);Released 2017, June;161g, 9.1mm thickness;Android 7.0;32GB storage, microSDXC;1;N/A;62,700 hits;"5.2""";720x1280 pixels;3 GB RAM;MT6753;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 20, 38;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, June;Available. Released 2017, June;148.7 x 72.4 x 9.1 mm (5.85 x 2.85 x 0.36 in);161 g (5.68 oz);Hybrid Dual SIM (Micro-SIM/Nano SIM);IPS LCD capacitive touchscreen, 16M colors;5.2 inches, 74.5 cm(~69.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~282 ppi density);;Android 7.0 (Nougat);Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;Mali-T720;microSDXC (uses shared SIM slot);32GB 3GB RAM;;13 MP, AF;LED flash, HDR, panorama;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;microUSB 2.0;Fingerprint (front-mounted), accelerometer, proximity;Non-removable Li-Po 4000 mAh battery;Black, Gold;0.72 W/kg (head);;;;Up to 286 h;Up to 16 h;;;;;;
https://www.gsmarena.com/allview_x4_soul_lite-8741.php;https://fdn2.gsmarena.com/vv/bigpic/allview-x4-soul-lite.jpg;Allview X4 Soul Lite;Released 2017, June;150.4g, 7.8mm thickness;Android 7.0;16GB/32GB storage, microSDXC;1;N/A;36,344 hits;"5.5""";1080x1920 pixels;3/4 GB RAM;MT6750;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 8, 20, 38;HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2017, June;Available. Released 2017, June;155.4 x 75.9 x 7.8 mm (6.12 x 2.99 x 0.31 in);150.4 g (5.29 oz);Hybrid Dual SIM (Micro-SIM/Nano SIM);LTPS IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~70.7% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);;Android 7.0 (Nougat);Mediatek MT6750 (28 nm);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC (uses shared SIM slot);16GB 3GB RAM, 32GB 4GB RAM;eMMC 5.1;"13 MP, 1/3.1"", 1.12µm, PDAF2 MP, (depth)";LED flash, panorama, HDR;1080p@30fps;8 MP;;Wi-Fi 802.11 a/b/g/n, hotspot;4.0, A2DP, EDR, LE;Yes, with A-GPS;FM radio;microUSB 2.0;Fingerprint (front-mounted), accelerometer, proximity, compass;Non-removable Li-Po 3000 mAh battery;Black, Gold;;;;;Up to 500 h (3G);Up to 23 h (3G);;;;;;
https://www.gsmarena.com/allview_x4_soul_mini-8706.php;https://fdn2.gsmarena.com/vv/bigpic/allview-x4-soul-mini.jpg;Allview X4 Soul Mini;Released 2017, March;144g, 7.7mm thickness;Android 7.0;16GB storage, microSDXC;1;N/A;52,306 hits;"5.0""";720x1280 pixels;2/3 GB RAM;MT6737;2500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 20, 38;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, April;Available. Released 2017, March;143.5 x 73.9 x 7.7 mm (5.65 x 2.91 x 0.30 in);144 g (5.08 oz);Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.0 inches, 68.9 cm(~65.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Asahi Dragontrail Glass;Android 7.0 (Nougat);Mediatek MT6737 (28 nm);Quad-core 1.25 GHz Cortex-A53;Mali-T720MP2;microSDXC (uses shared SIM slot);16GB 2GB RAM, 16GB 3GB RAM;eMMC 5.0;"13 MP, 1/3.1"", 1.12µm, PDAF";LED flash, panorama, HDR;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Non-removable Li-Po 2500 mAh battery;Black, Gold;0.61 W/kg (head);;;;;;;;;;;
https://www.gsmarena.com/allview_x4_soul_style-8623.php;https://fdn2.gsmarena.com/vv/bigpic/allview-x4-soul-style.jpg;Allview X4 Soul Style;Released 2017, March;181g, 8.3mm thickness;Android 7.0;64GB storage, microSDXC;2;N/A;44,819 hits;"5.5""";1080x1920 pixels;4 GB RAM;MT6755 Helio P10;4010 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 8, 20, 38, 39, 40, 41;HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2017, March;Available. Released 2017, March;156.5 x 74.5 x 8.3 mm (6.16 x 2.93 x 0.33 in);181 g (6.38 oz);Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~71.5% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Corning Gorilla Glass (unspecified version);Android 7.0 (Nougat);Mediatek MT6755 Helio P10 (28 nm);Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC (uses shared SIM slot);64GB 4GB RAM;eMMC 5.1;"13 MP, 1/3.1"", 1.12µm, PDAF";LED flash, panorama, HDR;1080p@30fps;"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n, hotspot;4.0, A2DP, EDR, LE;Yes, with A-GPS;FM radio;microUSB 2.0;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Po 4010 mAh battery;Black, Gold;1.65 W/kg (head);;;;;;;;;;;
https://www.gsmarena.com/allview_p6_energy_mini-8622.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p6-energy-mini.jpg;Allview P6 Energy Mini;Released 2017, March;175g, 10.3mm thickness;Android 6.0;8GB storage, microSDXC;0;N/A;32,470 hits;"5.0""";480x854 pixels;1 GB RAM;MT6737;2950 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 20, 38;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, March;Available. Released 2017, March;143 x 72.4 x 10.3 mm (5.63 x 2.85 x 0.41 in);175 g (6.17 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD capacitive touchscreen;5.0 inches, 68.9 cm(~66.5% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);;Android 6.0 (Marshmallow);Mediatek MT6737 (28 nm);Quad-core 1.1 GHz Cortex-A53;Mali-T720;microSDXC;8GB 1GB RAM;eMMC 5.0;5 MP;LED flash, HDR;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2950 mAh battery;Gray, Gold;1.18 W/kg (head);;;;;;;;;;;
https://www.gsmarena.com/allview_x4_soul-8570.php;https://fdn2.gsmarena.com/vv/bigpic/allview-x4s.jpg;Allview X4 Soul;Released 2017, February;167.5g, 7.4mm thickness;Android 6.0;64GB storage, microSDXC;17;N/A;100,491 hits;"5.5""";1080x1920 pixels;4 GB RAM;MT6755 Helio P10;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 8, 20, 38, 39, 40, 41;HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2017, February;Available. Released 2017, February;154.2 x 76.4 x 7.4 mm (6.07 x 3.01 x 0.29 in);167.5 g (5.93 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);LTPS IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~70.8% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Corning Gorilla Glass (unspecified version);Android 6.0 (Marshmallow);Mediatek MT6755 Helio P10 (28 nm);Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC (uses shared SIM slot);64GB 4GB RAM;eMMC 5.1;"13 MP, 1/3.1"", 1.12µm, PDAF5 MP, f/2.4, (depth)";LED flash, panorama, HDR;1080p@30fps;13 MP;1080p@30fps;Wi-Fi 802.11 a/b/g/n, hotspot;4.0, A2DP, EDR, LE;Yes, with A-GPS;FM radio;microUSB 2.0;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Po 3000 mAh battery;Black;1.65 W/kg (head);About 420 EUR;;;Up to 428 h (3G);Up to 14 h 30 min (3G);;;;;;
https://www.gsmarena.com/allview_allwatch-8542.php;https://fdn2.gsmarena.com/vv/bigpic/allview-allwatch.jpg;Allview Allwatch;Released 2016, November;40g, 8.4mm thickness;Feature phone;No card slot;0;N/A;30,809 hits;"1.28""";128x128 pixels; ;;100 mAh Li-Po;N/A;;;;2016, November;Available. Released 2016, November;39 x 31 x 8.4 mm (1.54 x 1.22 x 0.33 in);40 g (1.41 oz);No;Monochrome;1.28 inches, 5.3 cm(~43.7% screen-to-body ratio);128 x 128 pixels, 1:1 ratio (~141 ppi density);;;;;;No;;;No;;;;;No;4.0, A2DP;No;No;No;Accelerometer, heart rate;Non-removable Li-Po 100 mAh battery;Black;;;No;No;Up to 24 h (mixed usage);;;IP67 dust/water resistant (up to 1m for 30 mins);;;;
https://www.gsmarena.com/allview_v2_viper_xe-8414.php;https://fdn2.gsmarena.com/vv/bigpic/allview-v2-viper-xe.jpg;Allview V2 Viper Xe;Released 2016, October;178g, 9.2mm thickness;Android 6.0;16GB storage, microSDXC;2;N/A;49,661 hits;"5.5""";720x1280 pixels;3 GB RAM;MT6737;3150 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;1, 3, 7, 8, 20, 38, 39, 40, 41;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, October;Available. Released 2016, October;154.4 x 76.6 x 9.2 mm (6.08 x 3.02 x 0.36 in);178 g (6.28 oz);Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~70.5% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Corning Gorilla Glass 3;Android 6.0 (Marshmallow);Mediatek MT6737 (28 nm);Quad-core 1.45 GHz Cortex-A53;Mali-T720MP2;microSDXC;16GB 3GB RAM;eMMC 5.0;13 MP, PDAF;LED flash, HDR;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Non-removable Li-Po 3150 mAh battery;Gold, Blue;;;;;Up to 310 h (3G);Up to 15 h (3G);;;;;;
https://www.gsmarena.com/allview_v2_viper_s-8413.php;https://fdn2.gsmarena.com/vv/bigpic/allview-v2-viper-s.jpg;Allview V2 Viper S;Released 2016, October;141.6g, 8.2mm thickness;Android 6.0;32GB storage, microSDXC;3;N/A;54,696 hits;"5.5""";1080x1920 pixels;3 GB RAM;MT6753;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 20, 38;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, October;Available. Released 2016, October;146 x 74.5 x 8.2 mm (5.75 x 2.93 x 0.32 in);141.6 g (5.01 oz);Dual SIM (Micro-SIM, dual stand-by);LTPS IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~76.7% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Scratch-resistant glass;Android 6.0 (Marshmallow);Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;Mali-T720;microSDXC;32GB 3GB RAM;;16 MP, f/2.0, PDAF;LED flash, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Po 3000 mAh battery;Gray, Gold;;;;;Up to 210 h (3G);Up to 14 h (3G);;;V2_Viper_S;;;
https://www.gsmarena.com/allview_p9_energy_mini-8374.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p9-energy-mini.jpg;Allview P9 Energy mini;Released 2016, September;181g, 9.9mm thickness;Android 6.0;16GB storage, microSDXC;2;N/A;55,688 hits;"5.0""";720x1280 pixels;3 GB RAM;MT6737;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;1, 3, 7, 20, 38, 39, 40, 41;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, September;Available. Released 2016, September;144 x 71 x 9.9 mm (5.67 x 2.80 x 0.39 in);181 g (6.38 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.0 inches, 68.9 cm(~67.4% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Asahi Dragontrail Glass;Android 6.0 (Marshmallow);Mediatek MT6737 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP2;microSDXC;16GB 3GB RAM;eMMC 5.0;13 MP, PDAF;LED flash, HDR, panorama;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 4000 mAh battery;Blue, Gold, Mocha Gold;1.25 W/kg (head);;;;Up to 360 h;Up to 20 h;;;;;;
https://www.gsmarena.com/allview_p9_energy_lite-8373.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p9-energy-lite.jpg;Allview P9 Energy Lite;Released 2016, September;174g, 8.2mm thickness;Android 6.0;32GB storage, microSDXC;2;N/A;49,349 hits;"5.3""";720x1280 pixels;3 GB RAM;MT6750;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 20, 38, 39, 40, 41;HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2016, September;Available. Released 2016, September;149 x 73.2 x 8.2 mm (5.87 x 2.88 x 0.32 in);174 g (6.14 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.3 inches, 77.4 cm(~71.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~277 ppi density);Scratch-resistant glass;Android 6.0 (Marshmallow);Mediatek MT6750 (28 nm);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC;32GB 3GB RAM;eMMC 5.1;13 MP, PDAF;LED flash, HDR, panorama;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Non-removable Li-Po 4000 mAh battery;Gold, Mocha Gold;0.72 W/kg (head);;;;Up to 450 h;Up to 20 h;;;;;;
