Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;radio;usb;sensors;batdescription1;colors;sar-eu;price;gprstext;edge;batstandby1;battalktime1;cam2features;bodyother;models;featuresother;optionalother;nfc
https://www.gsmarena.com/allview_p9_energy-8372.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p9-energy.jpg;Allview P9 Energy;Released 2016, September;183g, 8.2mm thickness;Android 6.0;64GB storage, microSDXC;14;N/A;83,415 hits;"5.5""";1080x1920 pixels;4 GB RAM;MT6755 Helio P10;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 20, 38, 39, 40, 41;HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2016, September;Available. Released 2016, September;152.3 x 75.3 x 8.2 mm (6.00 x 2.96 x 0.32 in);183 g (6.46 oz);Dual SIM (Micro-SIM, dual stand-by);AMOLED capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~72.7% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Scratch-resistant glass;Android 6.0 (Marshmallow);Mediatek MT6755 Helio P10 (28 nm);Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC;64GB 4GB RAM;eMMC 5.1;13 MP, PDAF;LED flash, HDR, panorama;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;microUSB 2.0;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Po 5000 mAh battery;Gold, Mocha Gold;1.40 W/kg (head);;;;Up to 555 h;Up to 27 h;;;;;;
https://www.gsmarena.com/allview_p7_pro-8371.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p7-pro.jpg;Allview P7 Pro;Released 2016, September;165g, 9mm thickness;Android 6.0;16GB storage, microSDHC;2;N/A;74,513 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6737;2300 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 20, 38, 39, 40, 41;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, September;Available. Released 2016, September;144 x 72 x 9 mm (5.67 x 2.83 x 0.35 in);165 g (5.82 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.0 inches, 68.9 cm(~66.5% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Asahi Dragontrail Glass;Android 6.0 (Marshmallow);Mediatek MT6737 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP2;microSDHC;16GB 2GB RAM;eMMC 5.0;8 MP, PDAF;LED flash, panorama, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 2300 mAh battery;Dark Blue, Gold;1.82 W/kg (head);;;;Up to 208 h (3G);Up to 11 h 20 min (3G);;;P7_PRO;;;
https://www.gsmarena.com/allview_x3_soul_style-8249.php;https://fdn2.gsmarena.com/vv/bigpic/allview-x3ss.jpg;Allview X3 Soul Style;Released 2016, June;162.2g, 8.2mm thickness;Android 6.0;32GB storage, microSDXC;6;N/A;58,533 hits;"5.5""";1080x1920 pixels;3 GB RAM;MT6753;3150 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;1, 3, 7, 20, 38, 39, 40, 41;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, June;Available. Released 2016, June;154.5 x 75.6 x 8.2 mm (6.08 x 2.98 x 0.32 in);162.2 g (5.71 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~71.4% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Corning Gorilla Glass 3;Android 6.0 (Marshmallow);Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;Mali-T720;microSDXC (uses shared SIM slot);32GB 3GB RAM;;13 MP, PDAF;LED flash, HDR;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity;Non-removable Li-Po 3150 mAh battery;Mocha Gold;0.96 W/kg (head);;;;Up to 225 h (3G);Up to 15 h (3G);;;X3_Soul_Style;;;
https://www.gsmarena.com/allview_x3_soul_plus-8248.php;https://fdn2.gsmarena.com/vv/bigpic/allview-x3sp.jpg;Allview X3 Soul Plus;Released 2016, July;175g, 7.6mm thickness;Android 6.0;32GB storage, microSDXC;5;N/A;51,425 hits;"5.5""";1080x1920 pixels;4 GB RAM;MT6755 Helio P10;3130 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;1, 3, 7, 20, 38, 39, 40, 41;HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2016, July;Available. Released 2016, July;153 x 75.3 x 7.6 mm (6.02 x 2.96 x 0.30 in);175 g (6.17 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~72.4% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Corning Gorilla Glass 3;Android 6.0 (Marshmallow);Mediatek MT6755 Helio P10 (28 nm);Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC (uses shared SIM slot);32GB 4GB RAM;eMMC 5.1;13 MP, f/2.0, PDAF, Laser AF;LED flash, HDR;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;2.0, Type-C 1.0 reversible connector;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Po 3130 mAh battery;Gold;0.95 W/kg (head);;;;Up to 225 h (3G);Up to 15 h (3G);;;;;;
https://www.gsmarena.com/allview_x3_soul_lite-8247.php;https://fdn2.gsmarena.com/vv/bigpic/allview-x3sl.jpg;Allview X3 Soul Lite;Released 2016, June;142.7g, 8.5mm thickness;Android 6.0;16GB storage, microSDXC;5;N/A;51,428 hits;"5.0""";720x1280 pixels;3 GB RAM;MT6735;2400 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;1, 3, 7, 20, 38, 39, 40, 41;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, June;Available. Released 2016, June;145.3 x 70.6 x 8.5 mm (5.72 x 2.78 x 0.33 in);142.7 g (5.04 oz);Hybrid Dual SIM (Micro-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.0 inches, 68.9 cm(~67.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Asahi Dragontrail Glass;Android 6.0 (Marshmallow);Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720;microSDXC (uses shared SIM slot);16GB 3GB RAM;;13 MP, PDAF;LED flash, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity;Removable Li-Po 2400 mAh battery;Gold, Gray;1.22 W/kg (head);;;;Up to 220 h;Up to 12 h;;;X3_Soul_Lite;;;
https://www.gsmarena.com/allview_p6_energy_lite-8246.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p6el.jpg;Allview P6 Energy Lite;Released 2016, June;175g, 9.6mm thickness;Android 6.0;8GB storage, microSDXC;1;N/A;44,574 hits;"5.0""";480x854 pixels;1 GB RAM;MT6580;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 20, 38;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, June;Available. Released 2016, June;140.8 x 72 x 9.6 mm (5.54 x 2.83 x 0.38 in);175 g (6.17 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD capacitive touchscreen;5.0 inches, 68.9 cm(~68.0% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Asahi Dragontrail Glass;Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 1GB RAM;;8 MP, AF;LED flash, HDR;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity;Non-removable Li-Po 4000 mAh battery;Black;1.18 W/kg (head);;;;Up to 266 h;Up to 19 h 30 min;;;;;;
https://www.gsmarena.com/allview_ax501q-8245.php;https://fdn2.gsmarena.com/vv/bigpic/allview-ax501q.jpg;Allview AX501Q;Released 2016, June;253.6g, 9.9mm thickness;Android 5.1;8GB storage, microSDXC;0;N/A;37,325 hits;"7.0""";600x1024 pixels;1 GB RAM;MT8321;2500 mAh Li-Po;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2016, June;Available. Released 2016, June;192 x 108.5 x 9.9 mm (7.56 x 4.27 x 0.39 in);253.6 g (8.96 oz);Micro-SIM;TN capacitive touchscreen, 16M colors;7.0 inches, 137.9 cm(~66.2% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);;Android 5.1 (Lollipop);Mediatek MT8321 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400;microSDXC (dedicated slot);8GB 1GB RAM;;2 MP;LED flash;Yes;2 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer;Non-removable Li-Po 2500 mAh battery;Black;1.74 W/kg (body);;;;Up to 225 h;Up to 4 h;LED flash;;;;;
https://www.gsmarena.com/allview_viva_h1001_lte-8137.php;https://fdn2.gsmarena.com/vv/bigpic/allview-viva-h1001.jpg;Allview Viva H1001 LTE;Released 2016, March;510g, 10mm thickness;Android 5.1;8GB storage, microSDXC;0;N/A;37,084 hits;"10.1""";800x1280 pixels;1 GB RAM;MT8735;6000 mAh Li-Po;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;3, 7, 20, 38;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, March;Available. Released 2016, March;257.5 x 155 x 10 mm (10.14 x 6.10 x 0.39 in);510 g (1.12 lb);Micro-SIM;IPS LCD capacitive touchscreen, 16M colors;10.1 inches, 295.8 cm(~74.1% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~149 ppi density);;Android 5.1 (Lollipop);Mediatek MT8735;Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;microSDXC (dedicated slot);8GB 1GB RAM;;5 MP;LED flash;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer;Non-removable Li-Po 6000 mAh battery;Black;1.49 W/kg (body);;;;Up to 346 h;Up to 8 h;;;;;;
https://www.gsmarena.com/allview_v2_viper_i4g-8136.php;https://fdn2.gsmarena.com/vv/bigpic/allview-v2-viper-i4g.jpg;Allview V2 Viper i4G;Released 2016, April;144.5g, 8.3mm thickness;Android 5.1;16GB storage, microSDXC;1;N/A;42,685 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6735;2300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;1, 3, 7, 20, 38, 39, 40, 41;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, April;Available. Released 2016, April;143.5 x 72 x 8.3 mm (5.65 x 2.83 x 0.33 in);144.5 g (5.11 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD capacitive touchscreen;5.0 inches, 68.9 cm(~66.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Scratch-resistant glass;Android 5.1 (Lollipop);Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720;microSDXC;16GB 2GB RAM;;8 MP, AF;LED flash, HDR, panorama;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 2300 mAh battery;Black, White;0.57 W/kg (head);;;;Up to 210 h;Up to 10 h;;;;;;
https://www.gsmarena.com/allview_v2_viper_e-8135.php;https://fdn2.gsmarena.com/vv/bigpic/allview-v2-viper-e.jpg;Allview V2 Viper e;Released 2016, April;133.2g, 9.1mm thickness;Android 5.1;8GB storage, microSDXC;0;N/A;31,433 hits;"4.5""";480x854 pixels;1 GB RAM;MT6580;1850 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;;HSPA 21.1/5.76 Mbps;2016, April;Available. Released 2016, April;132 x 66 x 9.1 mm (5.20 x 2.60 x 0.36 in);133.2 g (4.69 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD capacitive touchscreen;4.5 inches, 55.8 cm(~64.1% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);;Android 5.1 (Lollipop);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 1GB RAM;;5 MP, AF;LED flash, HDR, panorama;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 1850 mAh battery;Black, White;0.46 W/kg (head);;;;Up to 185 h;Up to 10 h;;;;;;
https://www.gsmarena.com/allview_p6_lite-8134.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p6-lite.jpg;Allview P6 Lite;Released 2016, March;138g, 9.7mm thickness;Android 5.1;8GB storage, microSDXC;0;N/A;58,733 hits;"5.0""";480x854 pixels;1 GB RAM;MT8321;2300 mAh Li-Po;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2016, March;Available. Released 2016, March;145 x 72 x 9.7 mm (5.71 x 2.83 x 0.38 in);138 g (4.87 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD capacitive touchscreen;5.0 inches, 68.9 cm(~66.0% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);;Android 5.1 (Lollipop);Mediatek MT8321 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400;microSDXC;8GB 1GB RAM;;8 MP, AF;LED flash, panorama;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Po 2300 mAh battery;Black, Black/Brown;0.44 W/kg (head);;;;Up to 153 h;Up to 11 h 30 min;;;;;;
https://www.gsmarena.com/allview_x3_soul_pro-8001.php;https://fdn2.gsmarena.com/vv/bigpic/allview-x3-soul-pro.jpg;Allview X3 Soul Pro;Released 2016, February;144g, 7mm thickness;Android 6.0;64GB storage, microSDXC;20;N/A;93,275 hits;"5.5""";1080x1920 pixels;4 GB RAM;MT6755 Helio P10;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;1, 3, 7, 20, 38, 39, 40, 41;HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2016, February;Available. Released 2016, February;154.3 x 74.9 x 7 mm (6.07 x 2.95 x 0.28 in);144 g (5.08 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);AMOLED capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~72.2% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Corning Gorilla Glass 3;Android 6.0 (Marshmallow);Mediatek MT6755 Helio P10 (28 nm);Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC (uses shared SIM slot);64GB 4GB RAM;eMMC 5.1;16 MP, f/1.8, AF;LED flash, panorama, HDR;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;2.0, Type-C 1.0 reversible connector;Fingerprint (front-mounted), accelerometer, proximity, compass;Non-removable Li-Po 3000 mAh battery;Gold, Silver;0.86 W/kg (head);About 450 EUR;;;Up to 300 h (3G);Up to 15 h 20 min (3G);;;;;;
https://www.gsmarena.com/allview_x3_soul_mini-8000.php;https://fdn2.gsmarena.com/vv/bigpic/allview-x3-soul-mini.jpg;Allview X3 Soul mini;Released 2016, February;129g, 7.2mm thickness;Android 5.1;16GB storage, microSDXC;2;N/A;53,033 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6735;2350 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 7, 20, 38;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, February;Available. Released 2016, February;142.6 x 69.5 x 7.2 mm (5.61 x 2.74 x 0.28 in);129 g (4.55 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);LCD capacitive touchscreen, 16M colors;5.0 inches, 68.9 cm(~69.5% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;Android 5.1 (Lollipop);Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720;microSDXC (uses shared SIM slot);16GB 1GB RAM;;13 MP, f/2.2, AF;LED flash, panorama, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Non-removable Li-Po 2350 mAh battery;Gray, Gold, Silver;;;;;Up to 235 h (3G);Up to 12 h (3G);;;;;;
https://www.gsmarena.com/allview_p8_energy_pro-7999.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p8-energy-pro.jpg;Allview P8 Energy Pro;Released 2016, February;209.8g, 8.4mm thickness;Android 5.1;64GB storage, microSDXC;16;N/A;96,708 hits;"6.0""";1080x1920 pixels;3 GB RAM;MT6753;5020 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;1, 3, 7, 38, 39, 40;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, February;Available. Released 2016, February;160.9 x 81.2 x 8.4 mm (6.33 x 3.20 x 0.33 in);209.8 g (7.37 oz);Dual SIM (Micro-SIM, dual stand-by);AMOLED capacitive touchscreen, 16M colors;6.0 inches, 99.2 cm(~76.0% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~367 ppi density);Corning Gorilla Glass 3;Android 5.1 (Lollipop);Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;Mali-T720MP2;microSDXC;64GB 3GB RAM;;13 MP, f/2.0, AF;LED flash, HDR, panorama;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;3.0, Type-C 1.0 reversible connector;Fingerprint (front-mounted), accelerometer, proximity, compass;Non-removable Li-Po 5020 mAh battery;Gold/Silver;0.40 W/kg (head);About 420 EUR;;;Up to 450 h;Up to 22 h 30 min;;;;;;
https://www.gsmarena.com/allview_p6_emagic-7998.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p6-emagic.jpg;Allview P6 eMagic;Released 2016, March;138g, 9.7mm thickness;Android 5.1;16GB storage, microSDXC;1;N/A;38,045 hits;"5.0""";480x854 pixels;1 GB RAM;MT8321;2300 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2016, March;Available. Released 2016, March;145 x 72 x 9.7 mm (5.71 x 2.83 x 0.38 in);138 g (4.87 oz);Dual SIM (Micro-SIM, dual stand-by);TFT capacitive touchscreen, 16M colors;5.0 inches, 68.9 cm(~66.0% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);;Android 5.1 (Lollipop);Mediatek MT8321 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400;microSDXC (dedicated slot);16GB 1GB RAM;;8 MP, AF;LED flash, HDR, panorama;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Po 2300 mAh battery;Gold, Brown;0.44 W/kg (head);;;;Up to 153 h;Up to 11 h 30 min;;;;;;
https://www.gsmarena.com/allview_p5_emagic-7997.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p5-emagic.jpg;Allview P5 eMagic;Released 2016, March;105g, 9mm thickness;Android 5.1;8GB storage, microSDXC;1;N/A;54,875 hits;"4.5""";480x800 pixels;1 GB RAM;MT6580;1400 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2016, March;Available. Released 2016, March;133.1 x 66.5 x 9 mm (5.24 x 2.62 x 0.35 in);105 g (3.70 oz);Dual SIM (Micro-SIM, dual stand-by);TFT capacitive touchscreen, 16M colors;4.5 inches, 57.6 cm(~65.1% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~207 ppi density);;Android 5.1 (Lollipop);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC (dedicated slot);8GB 1GB RAM;;5 MP, AF;LED flash, HDR;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity;Removable Li-Po 1600 mAh battery;Dark blue, Gold;1.03 W/kg (head);;;;Up to 160 h;Up to 7 h 40 min;;;;;;
https://www.gsmarena.com/allview_p4_emagic-7996.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p4-emagic.jpg;Allview P4 eMagic;Released 2016, March;105g, 10mm thickness;Android 5.1;8GB storage, microSDXC;1;N/A;41,882 hits;"4.0""";480x800 pixels;1 GB RAM;MT6580;1400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2016, March;Available. Released 2016, March;125.6 x 64.4 x 10 mm (4.94 x 2.54 x 0.39 in);105 g (3.70 oz);Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by);TFT capacitive touchscreen, 16M colors;4.0 inches, 45.5 cm(~56.3% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);;Android 5.1 (Lollipop);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC (dedicated slot);8GB 1GB RAM;;5 MP;LED flash, HDR;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer;Removable Li-Ion 1400 mAh battery;Black;0.67 W/kg (head);;;;Up to 200 h;Up to 7 h;;;;;;
https://www.gsmarena.com/allview_x3_soul-7913.php;https://fdn2.gsmarena.com/vv/bigpic/allview-x3-soul.jpg;Allview X3 Soul;Released 2016, January;147.6g, 6.9mm thickness;Android 5.1;32GB storage, microSDXC;5;N/A;101,968 hits;"5.5""";720x1280 pixels;3 GB RAM;MT6753;3150 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;1, 3, 7, 20, 38, 39, 40;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, January;Available. Released 2016, January;151.9 x 74.6 x 6.9 mm (5.98 x 2.94 x 0.27 in);147.6 g (5.22 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);AMOLED capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~73.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Corning Gorilla Glass 3;Android 5.1 (Lollipop);Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;Mali-T720;microSDXC (uses shared SIM slot);32GB 3GB RAM;;13 MP, f/2.0, AF;LED flash, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;Type-C 1.0 reversible connector;Accelerometer, proximity, compass;Non-removable Li-Po 3150 mAh battery;Black, Gold;0.55 W/kg (head);About 300 EUR;;;Up to 210 h (3G);Up to 15 h (3G);;;X3_Soul;;;
https://www.gsmarena.com/allview_x2_soul_style_+_platinum-7912.php;https://fdn2.gsmarena.com/vv/bigpic/allview-x2-soul-style-plus.jpg;Allview X2 Soul Style + Platinum;Released 2015, November;128g, 7mm thickness;Android 5.1;16GB storage, microSDXC;2;N/A;55,458 hits;"5.0""";720x1280 pixels;3 GB RAM;MT6735;2350 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 7, 20, 38;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, November. Released 2015, November;Discontinued;142.4 x 71.2 x 7 mm (5.61 x 2.80 x 0.28 in);128 g (4.52 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.0 inches, 68.9 cm(~68.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Asahi Dragontrail Glass;Android 5.1 (Lollipop);Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720;microSDXC (uses shared SIM slot);16GB 3GB RAM;;13 MP, f/2.2, AF;LED flash, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity;Non-removable Li-Po 2350 mAh battery;Silver;0.72 W/kg (head);About 200 EUR;;;Up to 235 h (3G);Up to 7 h 20 min (3G);;;;;;
