Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;radio;usb;sensors;batdescription1;colors;price;batstandby1;battalktime1;memoryother;cam2features;bodyother;displayprotection;models;build;gprstext;edge;featuresother;displayother;optionalother;nfc;batmusicplayback1
https://www.gsmarena.com/blu_studio_j2-8713.php;https://fdn2.gsmarena.com/vv/bigpic/blu-st-j2.jpg;BLU Studio J2;Released 2017, May;143g, 10.4mm thickness;Android 6.0;8GB storage, microSDXC;1;N/A;74,068 hits;"5.0""";480x854 pixels;512 MB RAM;MT6570;2000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;;HSPA 21.1/5.76 Mbps;2017, May;Available. Released 2017, May;144.9 x 72.9 x 10.4 mm (5.70 x 2.87 x 0.41 in);143 g (5.04 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.0 inches, 68.9 cm(~65.2% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 6.0 (Marshmallow);Mediatek MT6570 (28 nm);Dual-core 1.3 GHz Cortex-A7;Mali-400;microSDXC;8GB 512MB RAM;5 MP;LED flash;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;Yes, with A-GPS;No;microUSB 2.0;Accelerometer;Removable Li-Po 2000 mAh battery;Black, Gold, Rose Gold;;Up to 650 h (2G) / Up to 550 h (3G);Up to 24 h (2G) / Up to 12 h (3G);;LED;;;;;;;;;;;
https://www.gsmarena.com/blu_studio_mega-8709.php;https://fdn2.gsmarena.com/vv/bigpic/blu-st-mg.jpg;BLU Studio Mega;Released 2017, June;196g, 9.5mm thickness;Android 7.0;8GB storage, microSDXC;4;0.1%;93,979 hits;"6.0""";720x1280 pixels;1 GB RAM;MT6580;2500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;;HSPA 21.1/5.76 Mbps;2017, June;Available. Released 2017, June;166.2 x 83.9 x 9.5 mm (6.54 x 3.30 x 0.37 in);196 g (6.91 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;6.0 inches, 99.2 cm(~71.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~245 ppi density);Android 7.0 (Nougat);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 1GB RAM;"8 MP, 1/4.0"", AF";LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity;Removable Li-Po 2500 mAh battery;Black, Gold, Rose Gold;;Up to 750 h (2G) / Up to 625 h (3G);Up to 22 h (2G) / Up to 16 h (3G);;LED flash;;;Studio Mega;;;;;;;;
https://www.gsmarena.com/blu_r1_plus-8670.php;https://fdn2.gsmarena.com/vv/bigpic/blu-r1-plus.jpg;BLU R1 Plus;Released 2017, April;191g, 10.5mm thickness;Android 6.0;16GB/32GB storage, microSDXC;3;0.1%;117,444 hits;"5.5""";720x1280 pixels;2/3 GB RAM;MT6737;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;2, 4, 7, 12, 17;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2017, April;Available. Released 2017, April;153 x 76.6 x 10.5 mm (6.02 x 3.02 x 0.41 in);191 g (6.74 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~71.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 6.0 (Marshmallow);Mediatek MT6737 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720;microSDXC;16GB 2GB RAM, 32GB 3GB RAM;"13 MP, f/2.0, 1/4.0"", 1.12µm, PDAF";LED flash, panorama, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.1, A2DP, LE;Yes, with A-GPS;No;microUSB 2.0;Accelerometer, gyro, proximity;Non-removable Li-Po 4000 mAh battery;Black;;Up to 750 h (2G) / Up to 650 h (3G);Up to 30 h (2G) / Up to 22 h (3G);eMMC 5.0;LED flash;;;;;;;;;;;
https://www.gsmarena.com/blu_studio_selfie_lte-8653.php;https://fdn2.gsmarena.com/vv/bigpic/blu-ss-lte.jpg;BLU Studio Selfie LTE;Released 2017, March;155g, 8.8mm thickness;Android 5.1;8GB storage, microSDXC;0;N/A;49,699 hits;"5.0""";480x854 pixels;1 GB RAM;Snapdragon 210;2000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 7, 12, 17, 20;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2017, March;Available. Released 2017, March;142.7 x 72.9 x 8.8 mm (5.62 x 2.87 x 0.35 in);155 g (5.47 oz);Nano-SIM;IPS LCD capacitive touchscreen, 16M colors;5.0 inches, 68.9 cm(~66.2% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 5.1 (Lollipop);Qualcomm MSM8909 Snapdragon 210 (28 nm);Quad-core 1.1 GHz Cortex-A7;Adreno 304;microSDXC (dedicated slot);8GB 1GB RAM;5 MP, AF;LED flash;720p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity;Removable Li-Po 2000 mAh battery;Black, White;;Up to 600 h (2G) / Up to 500 h (3G);Up to 24 h (2G) / Up to 14 h (3G);eMMC 4.5;LED flash;;;;;;;;;;;
https://www.gsmarena.com/blu_life_one_x2_mini-8621.php;https://fdn2.gsmarena.com/vv/bigpic/blu-life-one-x2-mini.jpg;BLU Life One X2 Mini;Released 2017, January;152g, 8.7mm thickness;Android 6.0;64GB storage, microSDXC;10;N/A;104,972 hits;"5.0""";1080x1920 pixels;4 GB RAM;Snapdragon 430;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;2, 4, 7, 12, 17;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2017, January;Available. Released 2017, January;142 x 69.6 x 8.7 mm (5.59 x 2.74 x 0.34 in);152 g (5.36 oz);Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.0 inches, 68.9 cm(~69.7% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~441 ppi density);Android 6.0 (Marshmallow);Qualcomm MSM8937 Snapdragon 430 (28 nm);Octa-core 1.4 GHz Cortex-A53;Adreno 505;microSDXC;64GB 4GB RAM;13 MP, PDAF;LED flash, panorama, HDR;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;Yes, with A-GPS;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, gyro, proximity;Non-removable Li-Po 3000 mAh battery;Gray, Gold, Rose Gold;About 170 EUR;Up to 725 h (2G) / Up to 625 h (3G);Up to 26 h (2G) / Up to 16 h (3G);eMMC 5.1;LED flash;;Corning Gorilla Glass 3;;;;;;;;;
https://www.gsmarena.com/blu_dash_l3-8555.php;https://fdn2.gsmarena.com/vv/bigpic/blu-dl3.jpg;BLU Dash L3;Released 2017, January;135g, 11.5mm thickness;Android 6.0;4GB 512MB RAM storage, microSDXC slot;1;N/A;89,450 hits;"4.0""";480x800 pixels;512 MB RAM;MT6572;1400 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 - D930U;;HSPA 21.1/5.76 Mbps;2017, January;Available. Released 2017, January;127.1 x 64.3 x 11.5 mm (5.00 x 2.53 x 0.45 in);135 g (4.76 oz);Dual SIM (MIni-SIM);TFT capacitive touchscreen, 16M colors;4.0 inches, 45.5 cm(~55.7% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 6.0 (Marshmallow);Mediatek MT6572 (28 nm);Dual-core 1.3 GHz;Mali-400;microSDXC;4GB 512MB RAM;3.15 MP;LED flash;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer;Removable Li-Po 1400 mAh battery;Gold, Rose Gold, Grey, Black;;Up to 600 h (2G) / Up to 500 h (3G);Up to 20 h (2G) / Up to 16 h (3G);;;;;;;;;;;;;
https://www.gsmarena.com/blu_advance_4_0_l3-8553.php;https://fdn2.gsmarena.com/vv/bigpic/blu-a4-l3.jpg;BLU Advance 4.0 L3;Released 2017, January;127g, 11.4mm thickness;Android 6.0;4GB 512MB RAM storage, microSDXC slot;0;N/A;95,084 hits;"4.0""";480x800 pixels;512 MB RAM;;1300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 - A110U;;HSPA 21.1/5.76 Mbps;2017, January;Available. Released 2017, January;126.6 x 66.3 x 11.4 mm (4.98 x 2.61 x 0.45 in);127 g (4.48 oz);Dual SIM (Mini-SIM);TFT capacitive touchscreen;4.0 inches, 45.5 cm(~54.3% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 6.0 (Marshmallow);;Quad-core 1.2 GHz;Mali-400;microSDXC;4GB 512MB RAM;5 MP;LED flash;720@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer;Removable Li-Po 1300 mAh battery;Gray, Silver, Gold, Rose Gold;;Up to 700 h (2G) / Up to 500 h (3G);Up to 17 h (2G) / Up to 12 h (3G);;;;;Advance 4.0 L3;;;;;;;;
https://www.gsmarena.com/blu_vivo_xl2-8544.php;https://fdn2.gsmarena.com/vv/bigpic/blu-v-xl2.jpg;BLU Vivo XL2;Released 2017, January;175g, 9.2mm thickness;Android 6.0;32GB storage, microSDXC;13;0.1%;237,599 hits;"5.5""";720x1280 pixels;3 GB RAM;MT6737T;3150 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;2, 4, 7, 12, 17 - V0070UU;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2017, January;Available. Released 2017, January;154 x 76.6 x 9.2 mm (6.06 x 3.02 x 0.36 in);175 g (6.17 oz);Dual SIM (Micro-SIM);IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~70.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 6.0 (Marshmallow);Mediatek MT6737T (28 nm);Quad-core 1.4 GHz Cortex-A53;Mali-T720;microSDXC;32GB 3GB RAM;13 MP, PDAF;LED flash, panorama, HDR;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;Yes, with A-GPS;FM radio;microUSB 2.0, USB On-The-Go;Accelerometer, proximity, compass;Non-removable Li-Po 3150 mAh battery;Gold, Blue;;Up to 750 h (2G) / Up to 650 h (3G);Up to 29 h (2G) / Up to 19 h (3G);eMMC 5.0;;;Corning Gorilla Glass 3;;;;;;;;;
https://www.gsmarena.com/blu_vivo_5_mini-8541.php;https://fdn2.gsmarena.com/vv/bigpic/blu-v5m.jpg;BLU Vivo 5 Mini;Released 2017, January;119g, 8.5mm thickness;Android 6.0;8GB storage, microSDXC;2;0.1%;207,894 hits;"4.0""";480x800 pixels;512 MB RAM;MT6580;1500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700 / 1900 / 2100 - V050Q;;HSPA 21.1/5.76 Mbps;2017, January;Available. Released 2017, January;125.2 x 62 x 8.5 mm (4.93 x 2.44 x 0.33 in);119 g (4.20 oz);Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;4.0 inches, 45.5 cm(~58.7% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 512MB RAM;5 MP;LED flash;1080p@30fps;3.15 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer;Non-removable Li-Po 1500 mAh battery;Gray, Gold, Rose Gold, Silver;;Up to 700 h (2G) / Up to 600 h (3G);Up to 24 h (2G) / Up to 16 h (3G);;;;;;;;;;;;;
https://www.gsmarena.com/blu_grand_max-8557.php;https://fdn2.gsmarena.com/vv/bigpic/blu-gm50.jpg;BLU Grand Max;Released 2017, January;154g, 7.8mm thickness;Android 6.0;8GB storage, microSDXC;3;N/A;78,107 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6580;2200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100 - G110Q;;HSPA 21.1/5.76 Mbps;2017, January;Available. Released 2017, January;145 x 72.1 x 7.8 mm (5.71 x 2.84 x 0.31 in);154 g (5.43 oz);Dual SIM (Micro-SIM/Nano-SIM);IPS LCD capacitive touchscreen, 16M colors;5.0 inches, 68.9 cm(~65.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 1GB RAM;8 MP, AF;LED flash;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, gyro, proximity;Non-removable Li-Po 2200 mAh battery;Gold, Gray, Rose Gold;;Up to 700 h (2G) / Up to 650 h (3G);Up to 24 h (2G) / Up to 14 h (3G);;LED flash;;;;;;;;;;;
https://www.gsmarena.com/blu_grand_energy-8556.php;https://fdn2.gsmarena.com/vv/bigpic/blu-ge.jpg;BLU Grand Energy;Released 2017, January;190g, 11mm thickness;Android 6.0;8GB storage, microSDHC;1;N/A;69,502 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6580;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100 - G130U;;HSPA 21.1/5.76 Mbps;2017, January;Available. Released 2017, January;145.7 x 72.8 x 11 mm (5.74 x 2.87 x 0.43 in);190 g (6.70 oz);Dual SIM (Micro-SIM/Nano-SIM);IPS LCD capacitive touchscreen, 16M colors;5.0 inches, 68.9 cm(~65.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;8GB 1GB RAM;5 MP, AF;LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity;Non-removable Li-Po 4000 mAh battery;Gold, Gray, Rose Gold;;Up to 800 h (2G) / Up to 720 h (3G);Up to 52 h (2G) / Up to 38 h (3G);;LED flash;;;;;;;;;;;
https://www.gsmarena.com/blu_grand_m-8534.php;https://fdn2.gsmarena.com/vv/bigpic/blu-gm.jpg;BLU Grand M;Released 2017, January;171g, 9.4mm thickness;Android 6.0;8GB storage, microSDXC;0;0.3%;157,169 hits;"5.0""";480x854 pixels;512 MB RAM;MT6580;2200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100 - G070Q;;HSPA 21.1/5.76 Mbps;2017, January;Available. Released 2017, January;144.9 x 72.1 x 9.4 mm (5.70 x 2.84 x 0.37 in);171 g (6.03 oz);Dual SIM (Nano-SIM/ Micro-SIM);IPS LCD capacitive touchscreen, 16M colors;5.0 inches, 68.9 cm(~65.9% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 512MB RAM;5 MP;LED flash;720p@30fps;3.15 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer;Non-removable Li-Po 2200 mAh battery;Gray, Silver, Gold, Rose Gold;;Up to 900 h (2G) / Up to 750 h (3G);Up to 24 h (2G) / Up to 12 h (3G);;LED flash;;;;;;;;;;;
https://www.gsmarena.com/blu_grand_x-8533.php;https://fdn2.gsmarena.com/vv/bigpic/blu-gx5.jpg;BLU Grand X;Released 2017, January;165g, 9.1mm thickness;Android 6.0;8GB storage, microSDHC;1;N/A;103,035 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6580;2200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100 - G090Q;;HSPA 21.1/5.76 Mbps;2017, January;Available. Released 2017, January;145.8 x 72.9 x 9.1 mm (5.74 x 2.87 x 0.36 in);165 g (5.82 oz);Dual SIM (Nano-SIM/ Micro-SIM);IPS LCD capacitive touchscreen, 16M colors;5.0 inches, 68.9 cm(~64.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;8GB 1GB RAM;5 MP, AF;LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity;Non-removable Li-Po 2200 mAh battery;Grey, Gold, Rose Gold;;Up to 900 h (2G) / Up to 750 h (3G);Up to 24 h (2G) / Up to 15 h (3G);;LED flash;;;;;;;;;;;
https://www.gsmarena.com/blu_studio_j5-8527.php;https://fdn2.gsmarena.com/vv/bigpic/blu-sj5.jpg;BLU Studio J5;Released 2016, November;130g, 9.6mm thickness;Android 6.0;8GB storage, microSDXC;1;N/A;71,612 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6735;2300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;2, 4, 7, 12, 17;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2016, November;Available. Released 2016, November;142.8 x 73 x 9.6 mm (5.62 x 2.87 x 0.38 in);130 g (4.59 oz);Dual SIM (Mini-SIM/ Micro-SIM);IPS LCD capacitive touchscreen, 16M colors;5.0 inches, 68.9 cm(~66.1% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6.0 (Marshmallow);Mediatek MT6735 (28 nm);Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;microSDXC;8GB 1GB RAM;5 MP, AF;LED flash;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.1, A2DP, LE;Yes, with A-GPS;FM radio;microUSB 2.0, USB On-The-Go;Accelerometer;Non-removable Li-Po 2300 mAh battery;Grey, Gold, Rose Gold;;Up to 725 h (2G) / Up to 625 h (3G);Up to 26 h (2G) / Up to 16 h (3G);;;;;;;;;;;;;
https://www.gsmarena.com/blu_tank_xtreme_5_0-8524.php;https://fdn2.gsmarena.com/vv/bigpic/blu-tx5.jpg;BLU Tank Xtreme 5.0;Released 2017, January;181g, 13.8mm thickness;Android 6.0;8GB storage, microSDXC;2;N/A;83,959 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6580;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;;HSPA 42.2/11.5 Mbps;2017, January;Available. Released 2017, January;153.5 x 79.8 x 13.8 mm (6.04 x 3.14 x 0.54 in);181 g (6.38 oz);Dual SIM (Micro-SIM);IPS LCD capacitive touchscreen, 16M colors;5.0 inches, 68.9 cm(~56.3% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 1GB RAM;5 MP, AF;LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;Yes, with A-GPS;FM radio;microUSB 2.0, USB On-The-Go;Accelerometer, proximity;Non-removable Li-Po 3000 mAh battery;Black;;Up to 725 h (2G) / Up to 625 h (3G);Up to 26 h (2G) / Up to 16 h (3G);;;IP65 certified sealed all-weather design;;;;;;;;;;
https://www.gsmarena.com/blu_tank_xtreme_4_0-8525.php;https://fdn2.gsmarena.com/vv/bigpic/blu-tx4.jpg;BLU Tank Xtreme 4.0;Released 2017, January;141g, 13.9mm thickness;Android 6.0;4GB 512MB RAM storage, microSDXC slot;0;N/A;65,767 hits;"4.0""";480x800 pixels;512 MB RAM;MT6580;2800 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700 / 1900 - T470U;;HSPA 21.1/5.76 Mbps;2017, January;Available. Released 2017, January;130 x 69 x 13.9 mm (5.12 x 2.72 x 0.55 in);141 g (4.97 oz);Dual SIM (Micro-SIM);IPS LCD capacitive touchscreen, 16M colors;4.0 inches, 45.5 cm(~50.8% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;4GB 512MB RAM;3.15 MP;LED flash;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer;Non-removable Li-Po 2800 mAh battery;Blue;;Up to 725 h (2G) / Up to 625 h (3G);Up to 26 h (2G) / Up to 16 h (3G);;;IP65 certified sealed all-weather design;;;;;;;;;;
https://www.gsmarena.com/blu_tank_xtreme_2_4-8526.php;https://fdn2.gsmarena.com/vv/bigpic/blu-tx24.jpg;BLU Tank Xtreme 2.4;Released 2017, January;139g, 14.4mm thickness;Feature phone;32MB ROM storage, microSDXC slot;1;N/A;65,698 hits;"2.4""";240x320 pixels;24 MB RAM;;720 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;2017, January;Available. Released 2017, January;129 x 58.7 x 14.4 mm (5.08 x 2.31 x 0.57 in);139 g (4.90 oz);Dual SIM, (Micro-SIM);TFT, 65K colors;2.4 inches, 17.8 cm(~23.6% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDXC (dedicated slot);32MB ROM, 24MB RAM;VGA;LED flash;Yes;No;;No;3.0;No;"FM radio; built-in antenna";microUSB;;Removable Li-Po 1650 mAh battery;Blue, Red;;Up to 720 h;Up to 48 h;;;IP65 certified sealed all-weather design;;;;Class 12;No;Audio/Video playerPredictive text input;;;;
https://www.gsmarena.com/blu_energy_x_plus_2-8496.php;https://fdn2.gsmarena.com/vv/bigpic/blu-exp2.jpg;BLU Energy X Plus 2;Released 2016, December;172g, 9.6mm thickness;Android 6.0;8GB storage, microSDXC;3;N/A;76,161 hits;"5.5""";720x1280 pixels;1 GB RAM;;4900 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900;;HSPA 21.1/5.76 Mbps;2016, November;Available. Released 2016, December;154.3 x 77.5 x 9.6 mm (6.07 x 3.05 x 0.38 in);172 g (6.07 oz);Dual SIM (Micro-SIM);IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~69.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 6.0 (Marshmallow);;Quad-core 1.3 GHz Cortex-A7;Mali-400;microSDXC;8GB 1GB RAM;8 MP, AF;LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;Yes, with A-GPS;Stereo FM radio;microUSB 2.0;Accelerometer, proximity, compass;Non-removable Li-Po 4900 mAh battery;Grey, Gold, Rose Gold;;Up to 900 h (2G) / Up to 875 h (3G);Up to 42 h (2G) / Up to 28 h (3G);;LED flash;;;ENERGY X PLUS 2;;;;;;;;
https://www.gsmarena.com/blu_studio_max-8462.php;https://fdn2.gsmarena.com/vv/bigpic/blu-sm.jpg;BLU Studio Max;Released 2016, November;169g, 8.5mm thickness;Android 6.0;16GB storage, microSDXC;7;N/A;84,999 hits;"5.5""";1080x1920 pixels;2 GB RAM;MT6753;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;2, 4, 7, 12, 17;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2016, November;Available. Released 2016, November;153.8 x 75.6 x 8.5 mm (6.06 x 2.98 x 0.33 in);169 g (5.96 oz);Dual SIM (Mini-SIM/ Nano-SIM);IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~71.7% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 6.0 (Marshmallow);Mediatek MT6753 (28 nm);Octa-core 1.3 GHz;Mali-T720;microSDXC;16GB 2GB RAM;"13 MP, f/2.2, 1/3.1"", 1.12µm, PDAF";LED flash, panorama, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.1, A2DP, LE;Yes, with A-GPS;FM radio;microUSB 2.0, USB On-The-Go;Fingerprint (front-mounted), accelerometer, gyro, proximity;Non-removable Li-Po 4000 mAh battery;Grey, Rose Gold, Gold;;Up to 750 h (2G) / Up to 650 h (3G);Up to 30 h (2G) / Up to 22 h (3G);;;;;;;;;;;;;
