Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;build;sim;displaytype;displaysize;displayresolution;displayprotection;displayother;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2features;cam2video;optionalother;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;price;tbench;batlife;batstandby1;battalktime1;featuresother;bodyother;batmusicplayback1;gprstext;edge;sar-us;sar-eu
https://www.gsmarena.com/asus_zenfone_5z_zs620kl-9096.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-5-ze620kl-5z-zs620kl.jpg;Asus Zenfone 5z ZS620KL;Released 2018, June;165g, 7.9mm thickness;Android 8.0, up to Android 10;64GB/128GB/256GB storage, microSDXC;387;4.1%;2,943,004 hits;"6.2""";1080x2246 pixels;4-8 GB RAM;Snapdragon 845;3300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 - B version, C version;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41 - B version, C version;HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps;2018, February;Available. Released 2018, June;153 x 75.7 x 7.9 mm (6.02 x 2.98 x 0.31 in);165 g (5.82 oz);Glass front (Gorilla Glass), aluminum back, aluminum frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;6.2 inches, 96.9 cm(~83.6% screen-to-body ratio);1080 x 2246 pixels, 18.7:9 ratio (~402 ppi density);Corning Gorilla Glass (unspecified version);;Android 8.0 (Oreo), upgradable to Android 10;Qualcomm SDM845 Snapdragon 845 (10 nm);Octa-core (4x2.7 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver);Adreno 630;microSDXC (uses shared SIM slot);64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM, 256GB 8GB RAM;;"12 MP, f/1.8, 24mm (wide), 1/2.55"", 1.4µm, PDAF, 4-axis OIS8 MP, f/2.0, 12mm (ultrawide), 1/4.0"", 1.12µm, no AF";Dual-LED dual-tone flash, HDR, panorama;4K@30fps, 1080p@60/120fps, 1080p@30fps (gyro-EIS), 720p@240fps;"8 MP, f/2.0, 24mm (wide), 1/4"", 1.12µm";HDR;1080p@30fps (gyro-EIS);24-bit/192kHz audio;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot;v5.0, A2DP, LE;Yes, with A-GPS, GLONASS, BDS;Yes;FM radio;2.0, Type-C 1.0 reversible connector, USB On-The-Go;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Ion 3300 mAh battery;Midnight Blue, Meteor Silver;Z01RD;;AnTuTu: 266590 (v7)GeekBench: 9030 (v4.4)GFXBench: 33fps (ES 3.1 onscreen);;;;;;;;;;
https://www.gsmarena.com/asus_zenfone_5_ze620kl-9061.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-5-ze620kl-5z-zs620kl.jpg;Asus Zenfone 5 ZE620KL;Released 2018, May;165g, 7.7mm thickness;Android 8.0, up to Android 9.0, ZenUI 5;64GB storage, microSDXC;253;3.0%;3,612,770 hits;"6.2""";1080x2246 pixels;4/6 GB RAM;Snapdragon 636;3300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1900 / 2100 - A version, B version;1, 2, 3, 5, 7, 8, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41 - A version;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/75 Mbps;2018, February;Available. Released 2018, May;153 x 75.7 x 7.7 mm (6.02 x 2.98 x 0.30 in);165 g (5.82 oz);Glass front (Gorilla Glass), glass back, aluminum frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;6.2 inches, 96.9 cm(~83.6% screen-to-body ratio);1080 x 2246 pixels, 18.7:9 ratio (~402 ppi density);Corning Gorilla Glass (unspecified version);;Android 8.0 (Oreo), upgradable to Android 9.0 (Pie), ZenUI 5;Qualcomm SDM636 Snapdragon 636 (14 nm);Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver);Adreno 509;microSDXC (uses shared SIM slot);64GB 4GB RAM, 64GB 6GB RAM;eMMC 5.1;"12 MP, f/1.8, 24mm (wide), 1/2.55"", 1.4µm, PDAF, 4-axis OIS8 MP, f/2.0, 12mm (ultrawide), 1/4.0"", 1.12µm, no AF";Dual-LED dual-tone flash, HDR, panorama;4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS);"8 MP, f/2.0, 24mm (wide), 1/4"", 1.12µm";;1080p@30fps (gyro-EIS);24-bit/192kHz audio;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot;v5.0, A2DP, LE;Yes, with A-GPS, GLONASS, BDS, GALILEO;Yes;FM radio;2.0, Type-C 1.0 reversible connector, USB On-The-Go;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Ion 3300 mAh battery;Midnight Blue, Meteor Silver;X00QD, ZE620KL, ZF620KL;About 320 EUR;;;;;;;;;;;
https://www.gsmarena.com/asus_zenfone_5_lite_zc600kl-9068.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-5-lite-r.jpg;Asus Zenfone 5 Lite ZC600KL;Released 2018, May;168g, 7.8mm thickness;Android 7.1.1, up to Android 9.0;32GB/64GB storage, microSDXC;77;1.4%;909,748 hits;"6.0""";1080x2160 pixels;3/4 GB RAM;Snapdragon 630;3300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100 - Europe;1, 3, 5, 7, 8, 20, 40 - Europe;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/75 Mbps (SDM630)HSPA 42.2/5.76 Mbps, LTE Cat4 150/75 Mbps (MSM8937);2018, February;Available. Released 2018, May;160.6 x 76.2 x 7.8 mm (6.32 x 3.00 x 0.31 in);168 g (5.93 oz);Glass front, glass back, aluminum frame;Dual SIM (Nano-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;6.0 inches, 92.9 cm(~75.9% screen-to-body ratio);1080 x 2160 pixels, 18:9 ratio (~402 ppi density);;;Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie);Qualcomm SDM630 Snapdragon 630 (14 nm)Qualcomm MSM8937 Snapdragon 430 (28 nm);Octa-core 2.2 GHz Cortex-A53Octa-core 1.4 GHz Cortex-A53;Adreno 508Adreno 505;microSDXC (dedicated slot);32GB 3GB RAM, 64GB 4GB RAM;eMMC 5.1;16 MP, f/2.2, 26mm (wide), PDAFUnknown MP, 13mm, no AF;LED flash, HDR, panorama;4K@30fps (SDM630 only), 1080p@60fps, 1080p@30fps (gyro-EIS);"20 MP, f/2.0, 23mm (wide), 1/2.8"", 1.0µmUnknown MP, 13mm";LED flash;1080p@30fps (gyro-EIS);;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot (SDM630)Wi-Fi 802.11, b/g/n, Wi-Fi Direct, hotspot (MSM8937);4.1 or 4.2 (SDM630 only), A2DP, LE;Yes, with A-GPS, GLONASS, BDS;Yes;FM radio;microUSB 2.0, USB On-The-Go;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Ion 3300 mAh battery;Midnight Black, Moonlight White, Rouge Red;X017DA, X017D;About 200 EUR;;;;Up to 30 h (3G);;;;;;;
https://www.gsmarena.com/asus_zenfone_max_(m1)_zb555kl-9097.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-max-m1-zb555kl.jpg;Asus Zenfone Max (M1) ZB555KL;Released 2018, May;150g, 8.7mm thickness;Android 8, ZenUI 5;16GB/32GB storage, microSDXC;37;3.8%;1,012,544 hits;"5.5""";720x1440 pixels;2/3 GB RAM;Snapdragon 425;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100 - A version;1, 2, 3, 5, 7, 8, 20, 40 - A version;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2018, February;Available. Released 2018, May;147.3 x 70.9 x 8.7 mm (5.80 x 2.79 x 0.34 in);150 g (5.29 oz);Glass front, plastic back, plastic frame;Dual SIM (Nano-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 88.1 cm(~84.4% screen-to-body ratio);720 x 1440 pixels, 16:10 ratio (~245 ppi density);;;Android 8 (Oreo), ZenUI 5;Qualcomm MSM8917 Snapdragon 425 (28 nm)Qualcomm MSM8937 Snapdragon 430 (28 nm);Quad-core 1.4 GHz Cortex-A53Octa-core 1.4 GHz Cortex-A53;Adreno 308Adreno 505;microSDXC (dedicated slot);16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM;eMMC 5.1;13 MP, f/2.0, PDAF8 MP, 17mm (ultrawide);LED flash, HDR, panorama;1080p@30fps (gyro-EIS);8 MP, f/2.2, 25mm (wide)or13 MP, f/2.2, 35mm (normal);;1080p@30fps (gyro-EIS);;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.2, A2DP, LE;Yes, with A-GPS, GLONASS, BDS;;FM radio;microUSB 2.0, USB On-The-Go;Fingerprint (rear-mounted), accelerometer, proximity, compass;Non-removable Li-Po 4000 mAh battery;Deepsea Black, Sunlight Gold, Ruby Red;X00PD;About 150 EUR;;;;Up to 36 h (3G);;;;;;;
https://www.gsmarena.com/asus_zenfone_max_plus_(m1)_zb570tl-8953.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-max-m1.jpg;Asus Zenfone Max Plus (M1) ZB570TL;Released 2017, December;160g, 8.8mm thickness;Android 7, ZenUI 4;16GB/32GB/64GB storage, microSDXC;62;1.1%;2,781,837 hits;"5.7""";1080x2160 pixels;2-4 GB RAM;MT6750T;4130 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100 - Global, China;1, 2, 3, 5, 7, 8, 20, 40 - Global;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, November;Available. Released 2017, December;152.6 x 73 x 8.8 mm (6.01 x 2.87 x 0.35 in);160 g (5.64 oz);Glass front, aluminum back, aluminum frame;Dual SIM (Nano-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.7 inches, 83.8 cm(~75.3% screen-to-body ratio);1080 x 2160 pixels, 18:9 ratio (~424 ppi density);;;Android 7 (Nougat), ZenUI 4;Mediatek MT6750T (28 nm);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC (dedicated slot);16GB 2GB RAM, 32GB 3GB RAM, 64GB 4GB RAM;eMMC 5.1;16 MP, f/2.0, 35mm (standard), PDAF8 MP, 17mm (ultrawide), no AF;LED flash, HDR, panorama;1080p@30fps;8 MP, f/2.0, 25mm (wide);;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, LE;Yes, with A-GPS, GLONASS;;FM radio;microUSB 2.0, USB On-The-Go;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Po 4130 mAh battery;Sunlight Gold, Azure Silver, Deepsea Black;X018D;About 250 EUR;;;;;;;;;;;
https://www.gsmarena.com/asus_zenfone_v_v520kl-8866.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-v-v520kl.jpg;Asus Zenfone V V520KL;Released 2017, September;147.1g, 7.6mm thickness;Android 7, ZenUI 3;32GB storage, microSDXC;34;0.5%;428,180 hits;"5.2""";1080x1920 pixels;4 GB RAM;Snapdragon 820;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;2, 4, 5, 13;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps;2017, September;Available. Released 2017, September;146.6 x 72.6 x 7.6 mm (5.77 x 2.86 x 0.30 in);147.1 g (5.19 oz);;Hybrid Dual SIM (Nano-SIM, dual stand-by);AMOLED capacitive touchscreen, 16M colors;5.2 inches, 74.5 cm(~70.0% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~424 ppi density);Corning Gorilla Glass 3;;Android 7 (Nougat), ZenUI 3;Qualcomm MSM8996 Snapdragon 820 (14 nm);Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo);Adreno 530;microSDXC (uses shared SIM slot);32GB 4GB RAM;;"23 MP, f/2.0, 1/2.6"", 1.0µm, PDAF, Laser AF, 4-axis OIS";Dual-LED dual-tone flash, HDR, panorama;4K@30fps, 1080p@30fps;8 MP, f/2.0;HDR, panorama;1080p@30fps;24-bit/192kHz audio;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;4.2, A2DP, EDR, LE;Yes, with A-GPS, GLONASS, BDS;;No;3.0, Type-C 1.0 reversible connector;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Ion 3000 mAh battery;Sapphire Black;A006, A009;About 380 USD;;;Up to 210 h (3G);Up to 18 h (3G);;;;;;;
https://www.gsmarena.com/asus_zenfone_4_pro_zs551kl-8783.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-4-pro-zs551kl.jpg;Asus Zenfone 4 Pro ZS551KL;Released 2017, October;175g, 7.6mm thickness;Android 7.1.1, up to Android 8, ZenUI 4;64GB/128GB storage, microSDXC;165;0.5%;1,480,794 hits;"5.5""";1080x1920 pixels;6 GB RAM;Snapdragon 835;3600 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 17, 19, 20, 28, 38, 39, 40, 41 - Global, Taiwan;HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 or 100 Mbps;2017, August;Available. Released 2017, October;156.9 x 75.6 x 7.6 mm (6.18 x 2.98 x 0.30 in);175 g (6.17 oz);Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);AMOLED capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~70.3% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Corning Gorilla Glass 5;;Android 7.1.1 (Nougat), upgradable to Android 8 (Oreo), ZenUI 4;Qualcomm MSM8998 Snapdragon 835 (10 nm);Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo);Adreno 540;microSDXC (uses shared SIM slot);64GB 6GB RAM, 128GB 6GB RAM;;"12 MP, f/1.7, 25mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, Laser AF, 4-axis OIS16 MP, 50mm (telephoto), 1/3.1"", 1.0µm, AF, 2x optical zoom";LED flash, HDR, panorama;4K@30fps, 1080p@30/60fps, 1080p@120fps, 720p@240fps;"8 MP, f/1.9, 22mm (wide), 1/3.2"", 1.4µm, PDAF";HDR;1080p@30fps;24-bit/192kHz audio;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;5.0, A2DP, EDR, LE, aptX;Yes, with A-GPS, GLONASS, BDS, GALILEO;Yes;FM radio;2.0, Type-C 1.0 reversible connector, USB On-The-Go;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, color spectrum;Non-removable Li-Ion 3600 mAh battery;Moonlight white, Pure Black;Z01GD;About 350 EUR;;;;Up to 27 h 30 min (3G);;;;;;;
https://www.gsmarena.com/asus_zenfone_4_ze554kl-8782.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-4-ze554kl.jpg;Asus Zenfone 4 ZE554KL;Released 2017, October;165g, 7.7mm thickness;Android 7.1.1, ZenUI 4;64GB storage, microSDXC;86;1.4%;1,569,052 hits;"5.5""";1080x1920 pixels;4/6 GB RAM;Snapdragon 630;3300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1800 / 1900 / 2100;1, 2, 3, 5, 7, 8, 18, 19, 20, 26, 28, 32, 38, 39, 40, 41;HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps;2017, August;Available. Released 2017, October;155.4 x 75.2 x 7.7 mm (6.12 x 2.96 x 0.30 in);165 g (5.82 oz);Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~71.4% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Corning Gorilla Glass 3;;Android 7.1.1 (Nougat), ZenUI 4;Qualcomm SDM630 Snapdragon 630 (14 nm)Qualcomm SDM660 Snapdragon 660 (14 nm);Octa-core (4x2.2 GHz Cortex-A53 & 4x1.8 GHz Cortex A53)Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver);Adreno 508Adreno 512;microSDXC (uses shared SIM slot);64GB 4GB RAM, 64GB 6GB RAM;eMMC 5.1;"12 MP, f/1.8, 25mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS8 MP, 12mm (ultrawide), 1/4.0"", 1.12µm, no AF";Dual-LED dual-tone flash, HDR, panorama;4K@30fps;8 MP, f/2.0, 24mm (wide);HDR, panorama;1080p@30fps;24-bit/192kHz audio;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;5.0, A2DP, EDR, LE;Yes, with A-GPS, GLONASS, BDS, GALILEO;Yes;FM radio;2.0, Type-C 1.0 reversible connector, USB On-The-Go;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Ion 3300 mAh battery;Moonlight white, Mint Green, Midnight Black;Z01KD, Z01KDA, Z01KS;About 350 EUR;AnTuTu: 86978 (v7)GeekBench: 4145 (v4.4)GFXBench: 5.3fps (ES 3.1 onscreen);;;;;;;;;;
https://www.gsmarena.com/asus_zenfone_4_selfie_lite_zb553kl-8892.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-4-selfie-zb553kl.jpg;Asus Zenfone 4 Selfie Lite ZB553KL;Released 2017, November;144g, 7.9mm thickness;Android 7, ZenUI 4;16GB/32GB storage, microSDXC;1;0.2%;226,836 hits;"5.5""";720x1280 pixels;2 GB RAM;Snapdragon 425;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100 - Global;1, 3, 5, 7, 8, 20, 40 - Global;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, October;Available. Released 2017, November;155.7 x 75.9 x 7.9 mm (6.13 x 2.99 x 0.31 in);144 g (5.08 oz);;Dual SIM (Nano-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~70.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);;;Android 7 (Nougat), ZenUI 4;Qualcomm MSM8917 Snapdragon 425 (28 nm);Quad-core 1.4 GHz Cortex-A53;Adreno 308;microSDXC (dedicated slot);16GB 2GB RAM, 32GB 2GB RAM;eMMC 5.1;13 MP, PDAF;LED flash, panorama, HDR;1080p@30fps;13 MP, f/2.0;LED flash;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.1, A2DP, EDR, LE;Yes, with A-GPS, GLONASS, BDS, GALILEO;;FM radio;microUSB 2.0, USB On-The-Go;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Ion 3000 mAh battery;Deepsea Black, Mint Green, Rose Pink, Sunlight Gold;X00LDA;About 180 EUR;;;;;;;;;;;
https://www.gsmarena.com/asus_zenfone_4_selfie_zb553kl-8862.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-4-selfie-zb553kl.jpg;Asus Zenfone 4 Selfie ZB553KL;Released 2017, November;144g, 7.9mm thickness;Android 7.0, up to Android 8.1, ZenUI 5;32GB storage, microSDXC;9;0.2%;266,048 hits;"5.5""";720x1280 pixels;3 GB RAM;Snapdragon 430;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 40;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, September;Available. Released 2017, November;155.7 x 75.9 x 7.9 mm (6.13 x 2.99 x 0.31 in);144 g (5.08 oz);;Dual SIM (Nano-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~70.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);;;Android 7.0 (Nougat), upgradable to Android 8.1 (Oreo), ZenUI 5;Qualcomm MSM8937 Snapdragon 430 (28 nm);Octa-core 1.4 GHz Cortex-A53;Adreno 505;microSDXC (dedicated slot);32GB 3GB RAM;eMMC 5.1;13 MP, PDAF;LED flash, panorama, HDR;1080p@30fps;13 MP, f/2.0;LED flash;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.1, A2DP, EDR, LE;Yes, with A-GPS, GLONASS, BDS;;FM radio;microUSB 2.0, USB On-The-Go;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Ion 3000 mAh battery;Deepsea Black, Rose Pink, Sunlight Gold;X00LDB;About 150 EUR;;;;;;;;;;;
https://www.gsmarena.com/asus_zenfone_4_selfie_pro_zd552kl-8808.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-4-selfie-pro-zd552kl.jpg;Asus Zenfone 4 Selfie Pro ZD552KL;Released 2017, October;147g, 6.9mm thickness;Android 7, ZenUI 4;64GB storage, microSDXC;40;0.6%;769,935 hits;"5.5""";1080x1920 pixels;3/4 GB RAM;Snapdragon 625;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100 - Global;1, 3, 5, 7, 8, 20, 40 - Global;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 MbpsLTE-A (2CA) Cat6 300/50 Mbps - TW/JP/HK;2017, August;Available. Released 2017, October;154 x 74.8 x 6.9 mm (6.06 x 2.94 x 0.27 in);147 g (5.19 oz);;Hybrid Dual SIM (Nano-SIM, dual stand-by);AMOLED capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~72.4% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Corning Gorilla Glass 5;;Android 7 (Nougat), ZenUI 4;Qualcomm MSM8953 Snapdragon 625 (14 nm);Octa-core 2.0 GHz Cortex-A53;Adreno 506;microSDXC (uses shared SIM slot);64GB 3GB RAM, 64GB 4GB RAM;eMMC 5.1;16 MP, 26mm (wide), dual pixel PDAF;Dual-LED dual-tone flash, HDR, panorama;4K@30fps, 1080p@30/60fps, 720p@120fps;"12 MP, f/1.8, 25mm (wide), 1/2.55"", 1.4µm8 MP, 12mm";LED flash, panorama, HDR;4K@30fps;24-bit/192kHz audio;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.2, A2DP, EDR, LE;Yes, with A-GPS, GLONASS, BDS, GALILEO;;FM radio;microUSB 2.0;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Ion 3000 mAh battery;Rouge Red, Sunlight Gold, Deepsea Black;Z01MD, Z01MDA;About 250 EUR;;;;;;;;;;;
https://www.gsmarena.com/asus_zenfone_4_selfie_zd553kl-8784.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-4-selfie-zd553kl.jpg;Asus Zenfone 4 Selfie ZD553KL;Released 2017, October;144g, 7.9mm thickness;Android 7.0, up to Android 8.1, ZenUI 5;64GB storage, microSDXC;25;1.7%;962,419 hits;"5.5""";720x1280 pixels;4 GB RAM;Snapdragon 430;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100 - Global, India, Indonesia;1, 3, 5, 7, 8, 20, 40 - Global, India, Indonesia;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, August;Available. Released 2017, October;155.7 x 75.9 x 7.9 mm (6.13 x 2.99 x 0.31 in);144 g (5.08 oz);Glass front, aluminum back, aluminum frame;Dual SIM (Nano-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~70.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);;;Android 7.0 (Nougat), upgradable to Android 8.1 (Oreo), ZenUI 5;Qualcomm MSM8937 Snapdragon 430 (28 nm);Octa-core 1.4 GHz Cortex-A53;Adreno 505;microSDXC (dedicated slot);64GB 4GB RAM;eMMC 5.1;16 MP, 26mm (wide), PDAF;LED flash, panorama, HDR;1080p@30fps;"20 MP, f/2.0, 31mm (standard), 1/2.8"", 1.0µm8 MP, 12mm (ultrawide)";LED flash, panorama, HDR;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.1, A2DP, EDR, LE;Yes, with A-GPS, GLONASS, BDS, GALILEO;;FM radio;microUSB 2.0, USB On-The-Go;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Ion 3000 mAh battery;Deepsea Black, Mint Green, Rose Pink, Sunlight Gold;X00LD;About 250 EUR;;;;;;;;;;;
https://www.gsmarena.com/asus_zenfone_4_max_zc520kl-8811.php;https://fdn2.gsmarena.com/vv/bigpic/asus-ZC520KL.jpg;Asus Zenfone 4 Max ZC520KL;Released 2017, October;156g, 8.8mm thickness;Android 7, up to Android 8, ZenUI 4;16GB/32GB storage, microSDXC;23;1.5%;665,144 hits;"5.2""";720x1280 pixels;2/3 GB RAM;Snapdragon 425;4100 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 40;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, August;Available. Released 2017, October;150.5 x 73.3 x 8.8 mm (5.93 x 2.89 x 0.35 in);156 g (5.50 oz);;Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.2 inches, 74.5 cm(~67.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~282 ppi density);;;Android 7 (Nougat), upgradable to Android 8 (Oreo), ZenUI 4;Qualcomm MSM8917 Snapdragon 425 (28 nm);Quad-core 1.4 GHz Cortex-A53;Adreno 308;microSDXC (dedicated slot);16GB 2GB RAM, 32GB 3GB RAM;eMMC 5.1;13 MP, AF5 MP, f/2.4, (depth);LED flash, HDR, panorama;1080p@30fps;8 MP;LED flash;1080p@30fps;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.1, A2DP, LE;Yes, with A-GPS, GLONASS;;FM radio;microUSB 2.0, USB On-The-Go;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Po 4100 mAh battery;Black, Gold, Silver;X00HD;About 180 EUR;;;;;;;;;;;
